Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
VI,16578,MELODY COMPACT WG,6
VI,16580,,5
VI,16580,VIPER ON,75
VI,16596,,0.44
VI,16596,SANIUM SL25 PFNPE,23.01
VI,16597,,31
VI,16597,SANIUM SL25 PFnPO,0.15
VI,16598,,47.2
VI,16598,SANIUM AL PFNPE,582.53
VI,16607,VEXTAMITRON 700 SC,20
VI,16608,FOSIKA,15
VI,16609,,290
VI,16609,SAVIAL FORTE,35
VI,16609,SAVIAL FORTE X LT 5,20
VI,16616,,227
VI,16616,VALLEY,253
VI,16616,VALLEY X LT 1,20
VI,16618,COLZA POWER PFNPE,89.75
VI,16625,MAINSPRING,1
VI,16630,,221
VI,16630,NATUREN LIMEX PFNPE,4360.9
VI,16640,MAZA 4% SL X LT 1,1
VI,16641,RINIDI,4.4
VI,16643,,48
VI,16643,SUCCESS GR,228
VI,16657,,100
VI,16657,CENTURY PRO X LT 10,20
VI,16658,,36
VI,16658,DAGONIS,48
VI,16663,ACTLET F,425
VI,16667,,52
VI,16667,REVOLUTION,2455.5
VI,16667,REVOLUTION X LT 1,1
VI,16690,,201
VI,16690,KESTREL,287
VI,16699,,0.2
VI,16701,,0.4
VI,16701,PLAZA,0.2
VI,16749,,120
VI,16749,FOLPAN ENERGY,190
VI,16754,SIMBA,6
VI,16774,ISOMATE C LR MAX TT,0.15
VI,16776,,95
VI,16776,ASSET FIVE,151.5
VI,16779,TONALE,294
VI,16780,,25
VI,16780,SERENADE ASO,30
VI,16783,,839
VI,16785,GOLDWIND,1.6
VI,16787,,1865
VI,16787,CLINIC ST,354
VI,16787,CLINIC ST X LT 20,700
VI,16789,,40
VI,16790,NORDOX ENERGY,50
VI,16793,NIMBUS 250 EC,16
VI,16799,ALEXIN 75 LS,100
VI,16802,,105
VI,16802,ZYPAR,1157
VI,16802,ZYPAR X LT 1,59
VI,16813,,2.1
VI,16816,EXALT 25 SC,1
VI,16819,NATUR BREAKER,315
VI,16820,,510.01
VI,16828,MAKURI MAX X LT 0.5,20
VI,16831,GLIFENE BIOGRADE,3510
VI,16833,PANTOX 360 SUPER,740
VI,16833,PANTOX 360 SUPER X LT 20,320
VI,16841,,2230
VI,16842,CUPRAVIT BIO ADVANCED,3096
VI,16843,,2991
VI,16843,COPPERLAND NEW,430
VI,16846,VESTICOR,0.3
VI,16857,SHORTTRACK,7
VI,16858,KENJA,1
VI,16867,GLISTER STAR 1 LT,4
VI,16868,,97.5
VI,16882,PROPULSE,7
VI,16886,,30
VI,16886,CLOSER,43.2
VI,16895,,4
VI,16896,ZORVEC ZELAVIN,2.2
VI,16897,KATOUN GOLD,110
VI,16902,AVIATOR XPRO,89
VI,16904,,31
VI,16904,KIDEKA 100 SC,13
VI,16904,KIDEKA 100 SC X LT 1,7
VI,16917,LOGRADO PLUS,1200
VI,16917,LOGRADO PLUS X LT 5,510
VI,16925,WISH TOP,87
VI,16939,SARUMO,36
VI,16945,,5
VI,16945,SERCADIS,6
VI,16947,BRIONFLO 100 SC,144
VI,16950,MANAMID 100 SC,160
VI,16951,ESQUIVE WP,161
VI,16957,ZORVEC VINABRIA,1042
VI,16963,AVENOX 240,15.5
VI,16963,AVENOX 240 X ML 250,8
VI,16976,,75
VI,16976,VITIKAPPA,31
VI,17005,CLOMATE,113
VI,17006,MONCUT,34
VI,17014,,1
VI,17014,DELEGATE WDG,4.3
VI,17026,,150
VI,17026,DUPLOSAN SUPER X LT 5,30
VI,17038,,37
VI,17038,TUAREG NEW,1876
VI,17058,,9
VI,17058,ROMEO,14
VI,17060,DERBY,3
VI,17065,KAURITIL ULTRA WG,5
VI,17066,,557
VI,17069,,130
VI,17069,TIOVIT L,30
VI,17075,,20
VI,17075,MOVIDA,134.28
VI,17076,,3
VI,17076,GAZELLE,1
VI,17078,,239
VI,17078,QUANTUM L,598
VI,17079,,120
VI,17079,FORCE EVO,180
VI,17081,CUPROSSIL IDRO NEW 20 WG,113
VI,17081,CUPROSSIL IDRO NEW 20 WG X KG 10,100
VI,17091,CHAMP 20 WG,2538
VI,17095,ANTILUMACHE NATURAL PFNPO,2.4
VI,17107,SPYRIT 50 SC,586
VI,17112,,2
VI,17112,DIFCOR,13
VI,17113,MIKAL F,159.4
VI,17115,,51
VI,17115,ZETROLA,53
VI,17116,,5
VI,17116,ACTIVUS ME,58
VI,17116,ACTIVUS ME X LT 1,37
VI,17118,BIOACT PRIME DC,20.5
VI,17125,LOCK UP,17
VI,17128,JURA EC,80
VI,17129,COSAVET FLOW,400
VI,17130,FLOMILL,1210
VI,17164,,238
VI,17178,,145
VI,17189,BLUE SHIELD TRI HI BIO,20
VI,17203,PENDI 40,27
VI,17204,,10
VI,17204,CYPRUS 25 WG,3000
VI,17205,CIDIAL,12
VI,17209,,14
VI,17209,DAVAI,24
VI,17209,DAVAI X LT 1,10
VI,17212,ISERAN,83
VI,17217,,1.5
VI,17217,ARMICARB SPRAY PFNPE,373.5
VI,17242,NEXTER 10 SC,2
VI,17242,NEXTER 10 SC X LT 1,1
VI,17248,ZORVEC VINABEL,188
VI,17270,ASCRA XPRO,21
VI,17270,ASCRA XPRO X LT 1,175
VI,17270,ASCRA XPRO X LT 5,35
VI,17272,,0.5
VI,17273,FLYPACK DACUS TRAP,457
VI,17273,FLYPACK DACUS TRAP (PZ),1050
VI,17278,KIDEKA,101
VI,17284,RODEO PLUS,715
VI,17292,,36
VI,17293,DIAGONAL,50
VI,17294,ZORVEC EPICALTRIN,0.6
VI,17307,TAZER X LT 1,2
VI,17317,NABUCCO,1
VI,17319,FOXPRO,52
VI,17320,SENIOR 75 WG,33.5
VI,17337,,1
VI,17345,ARPEL WG,4
VI,17346,,190.3
VI,17346,EXOSET 240 EC,905
VI,17350,,65
VI,17350,SONATA,112.5
VI,17354,MURAL 480 SL,12
VI,17358,BLAISE ULTRA,10
VI,17360,,60
VI,17360,MAGO,1200
VI,17366,LOYANT 25 Neo EC,96
VI,17368,ALETIL DF,1
VI,17369,ECOMIX,59
VI,17372,COPRANTOL 30 WG,20
VI,17377,REFINE SX,4.46
VI,17377,REFINE SX X GR 10,2.25
VI,17378,,8
VI,17387,WARDEN C,208
VI,17388,ACARELTE GOLD,3.4
VI,17398,,407
VI,17398,DOMITREL 400 CS,33
VI,17407,WINTECH,66
VI,17422,ENVITA SC,909
VI,17427,TALISMAN 40 OD,5
VI,17432,,47
VI,17435,,516
VI,17435,RIDOMIL GOLD COMBI WG,3328
VI,17436,WARDEN F,511
VI,17451,TEKKEN,83
VI,17451,TEKKEN X LT 1,118
VI,17454,,454
VI,17454,ENCARIT,693
VI,17455,PALIO,8
VI,17461,,86.25
VI,17461,ORONDIS,70.8
VI,17469,,23.68
VI,17469,TAEGRO,13.69
VI,17470,LIMOCIDE,746
VI,17471,,148.2
VI,17472,,42
VI,17472,JADE,769
VI,17489,BELTHIRUL,3
VI,17496,,55
VI,17500,ELAND WG,0.5
VI,17502,LINCE,2
VI,17508,,1920
VI,17508,POLYCOM 70 DF,550
VI,17541,CHANTICO,138
VI,17586,AXIAL ONE,6
VI,17597,,4
VI,17598,AFINTO,0.42
VI,17605,BACK 100 SC,12
VI,17605,BACK 100 SC X LT 1,3
VI,17609,TRI-SOIL,10
VI,17611,POTCLEAN ULTRA 1G,21
VI,17612,,223.55
VI,17615,WARDEN EVO,49
VI,17634,,212
VI,17634,FRAXION,10
VI,17634,FRAXION X LT 1,11
VI,17642,BUSSOLA WG BLU,50
VI,17651,,100
VI,17655,,143
VI,17657,EXTASE R,10
VI,17665,PYRUS PRO,51
VI,17666,PROSARO PLUS,200
VI,17666,PROSARO PLUS X LT 1,85
VI,17666,PROSARO PLUS X LT 5,240
VI,17670,FREQUENT,6
VI,17671,VENZAR SC,2
VI,17677,,6.9
VI,17680,GALILEO,13
VI,17681,FRAMEX X LT 1,7
VI,17689,,69.5
VI,17689,MOXYL MK,659.5
VI,17693,,1430
VI,17693,HATTRICK 30 WG,1225
VI,17697,SUPRACAFFARO FLOW,1658
VI,17699,IDROX 15,820
VI,17715,,3
VI,17743,SHALLOW,1
VI,17744,CHOUCAS,45
VI,17746,,77
VI,17746,CLEMATIS,7
VI,17749,,18
VI,17749,DRONE,12
VI,17751,PRAKTIS,80
VI,17752,,122
VI,17752,STAVENTO,44
VI,17752,STAVENTO X LT 1,52
VI,17754,REVYCARE,158
VI,17760,,42.68
VI,17785,,5
VI,17785,ZORVEC ENTECTA,10
VI,17797,FENERGY SC,16
VI,17810,,53
VI,17819,,44
VI,17820,,10
VI,17824,,311
VI,17824,MIRADOR TURBO,169
VI,17824,MIRADOR TURBO X LT 1,22
VI,17824,MIRADOR TURBO X LT 5,75
VI,17826,,11
VI,17826,DOMARK 125 PLUS,108.25
VI,17840,,425
VI,17840,OLIOCIN PLUS,25
VI,17865,,276
VI,17873,,0.06
VI,17880,AZULEO,2
VI,17888,,25
VI,17888,VOLIAM,2.5
VI,17891,BLESAL TOP,24
VI,17894,TRIKA ENERGY,8680
VI,17896,FORTUNE DISPERSS,7815
VI,17913,,1738
VI,17920,,28
VI,17920,GHIBLI TM,19
VI,17921,,540
VI,17922,,6
VI,17923,ARNOS SC,9
VI,17925,,10
VI,17931,,774
VI,17936,PROMINENT NEW,14
VI,17938,,2419
VI,17938,CLINIC TF,3719
VI,17944,HOKONZA,14
VI,17945,LUMEO,104
VI,17946,,145
VI,17947,CODAL,427.5
VI,17951,,12
VI,17951,AUDACE SC,403.5
VI,17951,AUDACE SC X LT 3,51
VI,17961,SOILGUARD 0.5 GR,770
VI,17962,ACELEPRYN 200 SC,1.2
VI,17963,TIOVIT 800 L,520
VI,17971,FUSILADE FORTE,10
VI,17976,MESOCORE 100 SC,49
VI,17985,KARATETRAP B,12.22
VI,17985,KARATETRAP B (PZ),50
VI,17998,,20
VI,18000,,1560
VI,18000,DECIS TRAP DROSOPHILA,40
VI,18000,DECIS TRAP DROSOPHILA (PZ),60
VI,18001,MIKONOS,100
VI,18003,,20
VI,18011,OIZISA 480 SL,153
VI,18014,ATTRAXOR,12
VI,18015,MISTER L,25.92
VI,18022,,175
VI,18038,ACTICLASTER,32
VI,18044,PATTON FLEX,156
VI,18056,JOUST,9
VI,18070,,107
VI,18072,,1
VI,18072,SONAVIO,3
VI,18074,,2991.7
VI,18074,ROUNDUP FUTURE,1042.5
VI,18081,,24
VI,18082,SERCADIS SC,84
VI,18084,,9380
VI,18092,,13
VI,18092,REVYSTAR XL,122
VI,18103,,3
VI,18109,KASKO MET,1
VI,18119,SINALA,258
VI,18119,SINALA X LT 5,75
VI,18137,REVYSION,1694
VI,18137,REVYSION X LT 1,14
VI,18139,IRONITE PFNPE,511
VI,18145,BOTRYBEL,10
VI,18148,BUGGY GOLD,5760
VI,18152,,254
VI,18155,REVYSTAR,6
VI,18160,PYROGAL,5
VI,18172,MIKONOS EVO,10
VI,18181,,5
VI,18181,UNIVOQ,227
VI,18181,UNIVOQ X LT 1,22
VI,18181,UNIVOQ X LT 5,85
VI,18182,ZOLVIS 80 ULTRA,22925
VI,18190,MOTIF,10
VI,18206,,41.27
VI,18206,ZONGRUUM,141.19
VI,18207,GRAND TOTAL,375
VI,18213,,1.44
VI,18213,BACILLUS CHEMIA PFNPE,27.36
VI,18216,VITIKAPPA PFNPE,235.2
VI,18222,,63.5
VI,18222,FERRAMOL PFNPE,6949
VI,18223,NATRIA LUMACHICIDA PFNPE,160
VI,18224,SAPULI',175
VI,18225,,19.5
VI,18225,SIMPELL,12.25
VI,18232,BORDOFLOW NEW PFNPE,113.1
VI,18233,,10.1
VI,18233,BORDOFLOW SECTOR PFNPE,141.15
VI,18235,,37.2
VI,18235,CIOPPER PFNPE,124.2
VI,18239,,1.5
VI,18239,FLIPPER PFNPE,16.45
VI,18241,IDRORAME FLOW PFNPE,186.55
VI,18242,,1.35
VI,18242,LEPINOX PLUS PFNPE,53.72
VI,18244,MOMENTUM PFNPE,133.61
VI,18245,,28
VI,18245,POLTIGLIA MANICA 20 WG PFNPE,531.65
VI,18251,,3
VI,18251,TIOLENE PFNPE,17
VI,18253,,10.5
VI,18253,VERDERAME 20 WG PFNPE,207.66
VI,18254,ZOLVIS 80 SECTOR PFNPE,8
VI,18256,NISUS 3B PFNPE,11
VI,18257,,0.3
VI,18257,3LOGY PFNPE,8.54
VI,18259,,214.5
VI,18259,BARBARIAN BIOGRADE 360 PFNPE,1883.5
VI,18259,VITHAL DISERBO 500 ML PFnPE,20.5
VI,18259,VITHAL DISERBO TOTALE PFNPE ML 500,190
VI,18263,,18.1
VI,18263,BIOLID UP PFNPE,846.1
VI,18266,,0.4
VI,18266,COBRE NORDOX SUPER 75 WG PFNPE,31.6
VI,18267,,13.15
VI,18267,CONTENDER 80 WG PFNPE,95.9
VI,18267,CONTENDER WG,4
VI,18269,GLIFENE BIOGRADE PFNPE,1840.5
VI,18270,,570.5
VI,18270,GLIPHOGAN TOP CL PFNPE,5864.4
VI,18274,NEMGUARD GRANULES PFNPE,3.75
VI,18277,,20.5
VI,18277,SHAMAL MK PLUS CL PFNPE,1322.6
VI,18282,TRUSTEE 450 PFNPE,24.5
VI,18283,XEDAVIR PFNPE,13.25
VI,18284,,9.9
VI,18284,WANAX PFNPE,92.7
VI,18290,FOLPETIS 50 SC,1616
VI,18318,PRINCIPAL FORTE,98.88
VI,18321,NITIDE,2
VI,18332,LOGRADO 360 SL,1020
VI,18369,Halvetic,2
VI,18393,CURZATE EFFE WG,30
VI,18394,,80
VI,18461,AGIXA,20
VI,18490,,1
VI,18490,BRIXTON,101
VI,18525,,10
VI,18593,,1350
VI,18593,AF-X1 2024,125
VI,18606,,2
VI,18606,EXIREL 2024,32
VR,13,,48930
VR,13,THIOPRON,96340
VR,133,U 46 D-FLUID,59
VR,206,ALBENE,145
VR,565,FUMATHANE 510,81005
VR,599,,1230
VR,599,ACUPRICO 76 WG,3060
VR,619,VALGRAN,173
VR,747,,410
VR,747,ZOLFO SPRUZZABILE,1000
VR,909,,38100
VR,909,POLISOLFURO DI CALCIO POLISENIO,25643
VR,1155,CHEMOL 90 EL,1034
VR,1156,,13218
VR,1156,CHEMOL,56254
VR,1562,,551
VR,1562,ERBITOX M PRO,16
VR,1573,,1820
VR,1573,BASAMID GRANULAT,3940
VR,1583,,312725
VR,1583,MICROTHIOL DISPERSS,359810
VR,1823,,200
VR,1823,ZOLFO 80 MICRONIZZATO,1050
VR,1850,IDRORAME FLOW,2583.5
VR,1936,,25990
VR,1936,LIQUIZOL M,3971
VR,2191,,100
VR,2191,WETTING PLUS,1036
VR,2259,PASTA LUMACHICIDA IN GRANI,25
VR,2260,,1880
VR,2260,GASTROTOX E,109
VR,2291,ESCA REGINA N,68
VR,2307,,5188
VR,2307,VECTOR,3017
VR,2518,ACTELLIC 2/P,3
VR,2525,LUMACID AGRO,10
VR,2603,ESCACIDE,878
VR,2732,,96
VR,2732,GOLTIX,1402
VR,2923,,52487
VR,2923,TIOVIT JET,46705
VR,2983,NIMROD,0.7
VR,3102,,13115
VR,3102,OLEOTER,14227
VR,3141,,7
VR,3163,U 46 M STAR,70
VR,3182,,661
VR,3343,,1348
VR,3343,U46 M CLASS,756
VR,3411,AMADENE,20
VR,3412,,193
VR,3412,SYLLIT 65,735
VR,3486,,33
VR,3486,TRISCABOL DG,703
VR,3503,AGRUMIN,10
VR,3519,,49
VR,3519,METAMBANE,472
VR,3553,,1219
VR,3553,CURZATE,295
VR,3640,,40
VR,3745,,1605
VR,3745,METAM,200
VR,3767,,3346
VR,3767,FENOXILENE 200,3656
VR,3779,,8840
VR,3779,VAPAM,59255
VR,3817,,36
VR,3817,DISERBONE KN,127
VR,4264,VIC 400 SC,11
VR,4701,,570
VR,4701,PIRIMOR 50,629
VR,4710,,10470
VR,4710,ALIETTE,2392.6
VR,5152,,18540
VR,5152,TIOSPOR WG,46691
VR,5349,GI-TRE,0.15
VR,5581,,0.2
VR,5581,GIBBERELLINA CIFO,1.21
VR,5796,,3
VR,6037,TECTO SC,29
VR,6136,,121
VR,6136,GERMON L,250
VR,6321,,18.8
VR,6321,STIMOLANTE 66F,46
VR,6322,,167
VR,6322,OBSTHORMON 24A,600
VR,6437,,564
VR,6437,ETHREL,1089
VR,6555,,55
VR,6556,,82
VR,6556,K-OBIOL DP2,100
VR,6557,,27
VR,6557,K-OBIOL EC 25,54
VR,6771,,5017
VR,6873,IDRORAME 193,5115
VR,6945,,330
VR,6945,TOPAS 10 EC,843.25
VR,6956,TARGA FLO,60
VR,7020,,16
VR,7020,BAGNANTE CIFO,2121
VR,7053,PASTA CAFFARO NC,65
VR,7055,,1
VR,7055,PASTA CAFFARO BLU,330.5
VR,7368,,65
VR,7368,TURFENE L,67
VR,7379,,10.5
VR,7379,VENZAR,22.5
VR,7401,,880
VR,7401,POLTIGLIA CAFFARO 20 DF NEW,611
VR,7411,DIRAGER,60.5
VR,7454,ORMONE AG COMPRESSE,1.35
VR,7483,,271
VR,7483,DEVRINOL F,2035
VR,7534,ROYAL MH,3900
VR,7541,,23.5
VR,7541,APOLLO SC,92
VR,7555,KLARTAN 20 EW,5
VR,7597,ENERGIL 100 A,16
VR,7644,TENSIL,269
VR,7700,,268.6
VR,7700,MATACAR FL,162.2
VR,7736,ZOLFO SCORREVOLE TRIVENTILATO 95% S,20400
VR,7737,,6150.35
VR,7764,TIOLENE,9870
VR,7876,PIRIMOR 17.5,9
VR,7911,,10200
VR,7911,AIRONE EXTRA,7430
VR,7916,,36974
VR,7916,POLYRAM DF,53429
VR,7919,,7395
VR,7919,TOUCHDOWN,20826
VR,7930,,228
VR,7930,KERB FLO,5447
VR,7961,,42
VR,7961,RIZOLEX  GOLD,396
VR,7983,ZODIAC DFF,40
VR,8023,,722
VR,8023,SUMIALFA ECHO,451
VR,8102,,18806
VR,8102,MERPAN 80 WDG,10267
VR,8146,,152.5
VR,8146,GALLERY,238.5
VR,8184,,1590
VR,8184,CHALLENGE,3435
VR,8189,,19760
VR,8229,,683
VR,8229,BOLAS SC,104
VR,8259,,1583
VR,8259,LAMDEX EXTRA,1936
VR,8320,,17
VR,8320,DELFIN,46
VR,8360,,42
VR,8360,PULL 52 DF,0.8
VR,8376,,240
VR,8376,ARIANE II,418
VR,8498,,427.5
VR,8498,FOLICUR WG,522
VR,8542,,854
VR,8542,FORUM 50 WP,1100
VR,8546,,313
VR,8546,DANITRON,164
VR,8557,AUXIGIB,18
VR,8557,AUXIGIB FITOSPRINT,17
VR,8558,PIRETRO VERDE,477
VR,8581,FOLIANE SC,858
VR,8599,,207
VR,8601,,42599
VR,8601,FOLPAN 80 WDG,95254
VR,8617,BANVEL 480 S,14
VR,8656,GLIFENE HP,2348
VR,8706,,447
VR,8706,AMID THIN W,1087.5
VR,8712,,18
VR,8712,ALLEGANTE 4% AF 96,297.1
VR,8715,,115
VR,8715,DIRAMID,277
VR,8717,,19
VR,8721,,26
VR,8721,NEXTER,1
VR,8735,,6462
VR,8735,TREBON UP,3578.35
VR,8755,,0.44
VR,8795,,604
VR,8795,VERTIMEC EC,927
VR,8801,,148
VR,8801,SCORE 25 EC,609.5
VR,8836,,1039
VR,8836,MIMIC,1342
VR,8837,GERMON BEWURZELUNGSPUDER PER TALEE ,4.01
VR,8874,,104
VR,8874,ETOFUM - FL,22
VR,8882,ULTRA FINE OIL,100
VR,8886,,2.04
VR,8886,SAFARI,3
VR,8899,ZOLFO VENTILATO RAMATO 5%,7150
VR,8929,,10.5
VR,8934,,152
VR,8934,SCALA,2954
VR,8937,,27
VR,8937,SHIRUDO,261
VR,9005,,162
VR,9005,AGIL,4992
VR,9010,RAMEZIN COMBI WG,210
VR,9012,,30
VR,9012,CUPROCAFFARO MICRO,6797
VR,9041,,143190
VR,9041,TIOFLOW 57,190
VR,9061,PANTOPUR MC,43
VR,9210,,29
VR,9210,QUADRIS,872
VR,9244,,8570
VR,9244,ZIRAMIT 76 WG,5520
VR,9267,ROYALTAC N,32480
VR,9280,,7.5
VR,9280,TOPAS 200 EW,14
VR,9286,,175
VR,9286,OHAYO,733
VR,9298,METHAM NA 51,725
VR,9306,PROPLANT,7
VR,9342,DELTRIN,3.5
VR,9371,PEAK,0.72
VR,9373,,221
VR,9373,CHORUS,124
VR,9380,FREEWAY,1480
VR,9380,FREEWAY 360,2800
VR,9411,RADIP ORMON,1.6
VR,9420,OSSIRAM 70 FLOW,525
VR,9422,,419
VR,9422,EVADE,1067
VR,9477,,284
VR,9509,,4.5
VR,9509,PROMALIN NT,114
VR,9531,,608
VR,9569,,170
VR,9569,ZETARAM 3B FL,280
VR,9575,DRIBBLING 240 EC,265
VR,9578,,2443
VR,9578,SWITCH,5222
VR,9627,SOLUTION 20 DISPERSS,18990
VR,9631,METRIN EC,95
VR,9655,,12
VR,9655,PRIMIAL WG,6
VR,9679,,154
VR,9679,KRISTAL 32 WG,396
VR,9695,,64.5
VR,9695,PERLAN,40
VR,9705,,596
VR,9705,PREVITER,1263
VR,9723,,15860
VR,9723,DE-SPROUT N,85090
VR,9724,TIOWETTING DF,6241
VR,9757,,87
VR,9757,SPYRALE,101
VR,9787,MICROBAGNABILE WG,145
VR,9790,,137
VR,9790,CONTATTO 320,43
VR,9800,,512
VR,9800,MAVRIK SMART,2992.8
VR,9809,MALVIN 80 WG,70
VR,9843,,792
VR,9843,BASAGRAN SG,2337
VR,9872,AKRIS,15
VR,9954,,251
VR,9954,JOKER,763
VR,10004,AGRIMIX PRO,56
VR,10009,GIBGRO 20%,3
VR,10048,,1800
VR,10048,KUMULUS TECNO,10525
VR,10088,,2
VR,10117,,4793
VR,10117,STRATOS ULTRA,7667
VR,10118,,62
VR,10118,AMISTAR,20
VR,10139,PYKOS,29
VR,10142,,6600
VR,10142,VERNOIL,380
VR,10154,,6
VR,10158,PIREFLOR,209
VR,10161,,963
VR,10161,ORTIVA,761
VR,10196,NECTAR,1.5
VR,10199,LERAM HI BIO,20
VR,10220,DICOPUR COMBI,120
VR,10221,PIMIENTO 600,2
VR,10224,,1380
VR,10224,EMME-H,42380
VR,10263,DRIVER,1
VR,10296,,220
VR,10305,,311
VR,10305,OIKOS,1131.2
VR,10306,MISTRAL,726
VR,10324,,800
VR,10324,NEMATHORIN 10 G,340
VR,10338,,2000
VR,10350,,531
VR,10350,BLAST SG,396
VR,10357,,3
VR,10357,RIGRON SG,3
VR,10368,TRISCABOL 76 WG,23
VR,10381,,3731
VR,10415,,0.5
VR,10415,ARIC 480 L.S.,31
VR,10423,LUMACHICIDA VEBI,3
VR,10425,SCUDEX,178
VR,10435,HERGON L,1
VR,10439,,1204
VR,10439,SPRAY DUNGER GLOBAL,575
VR,10440,EXPANDER,166
VR,10479,,182
VR,10479,NATURALIS,737
VR,10506,LALSTOP K61 WP,15.1
VR,10543,POLYKRON GLOBAL,100
VR,10573,,22140
VR,10573,KOCIDE 2000,5048
VR,10577,,762.5
VR,10577,METRIPHAR 70 WG,421.5
VR,10585,,510
VR,10585,SULCOTREK,1220
VR,10588,,708
VR,10588,BIOPIREN PLUS,1012
VR,10604,,1117
VR,10604,EMERALD 40 EW,275.25
VR,10627,FRUPICA,14
VR,10632,,192
VR,10632,COBRE NORDOX SUPER 75 WG,1821.84
VR,10650,BELGARD,4
VR,10671,CUAGRO HI BIO,2790
VR,10701,,641.25
VR,10701,CUMETA FLOW,7291.5
VR,10710,TOMAGAN,1
VR,10734,,1469
VR,10734,DUAL GOLD,1097
VR,10735,,236
VR,10735,PRIMAGRAM GOLD,787
VR,10741,,187
VR,10741,METACINQUE,5928
VR,10771,,3415
VR,10771,MOST MICRO,15628
VR,10889,AGRIMIX GOLD,69
VR,10890,,315
VR,10890,FLiPPER,2661.4
VR,10925,BEYOND,3
VR,10926,,102
VR,10926,ALTOREX,104
VR,10929,,59.8
VR,10929,CHIKARA 25 WG,50.3
VR,10944,,434.25
VR,10944,KARATE ZEON,858
VR,10948,VITISAN WG,1013.5
VR,10976,,82.02
VR,10976,METEOR,3104.85
VR,10999,,64
VR,10999,BETANAL SE,194
VR,11011,,947
VR,11011,DASH HC,1147
VR,11040,,110
VR,11040,POLTIGLIA BORDOLESE DISPERSS BLU,1510
VR,11045,DODIPREV 400 SC,2
VR,11059,,94
VR,11059,BIOPOWER,223
VR,11062,,350
VR,11062,BION 50 WG,89.45
VR,11070,,402571
VR,11070,TIOGOLD DISPERSS,15
VR,11088,,229
VR,11088,BION MX,505
VR,11102,,1930
VR,11102,HELIOSOUFRE S,7881
VR,11107,,154
VR,11107,ECO-TRAP,304.44
VR,11119,,302
VR,11119,FLINT,504.55
VR,11133,SHELTER,1471
VR,11147,,1551.5
VR,11147,KRUG,40
VR,11150,,225
VR,11150,ALL SEASONS,1650
VR,11165,,50
VR,11165,POLAK,30
VR,11183,,4
VR,11183,PROGERBALIN LG,420
VR,11185,,118
VR,11185,GERLAGIB LG,364
VR,11196,,1120
VR,11196,SULFAR,1020
VR,11197,,1915
VR,11197,VITENE 45 WG,1651
VR,11206,,203.75
VR,11206,CODACIDE,4464
VR,11231,MICOSPOR 80 WDG,26
VR,11243,,286
VR,11243,LEOPARD 5 EC,3593
VR,11252,LALSTOP Contans WG,96
VR,11253,,9
VR,11253,CALLISTO,97
VR,11255,,611
VR,11257,,249
VR,11257,COSTAR WG,346.5
VR,11258,,420
VR,11258,FAZOR STAR,1265
VR,11303,,480
VR,11303,CHAMP DP,210
VR,11341,,59
VR,11341,STARANE GOLD,1167
VR,11345,ZOLVIS 80 WDG,70
VR,11353,,2284
VR,11353,FUSILADE MAX,4155
VR,11355,TAMIFUM,81680
VR,11359,SARCAP 800,776
VR,11379,,1690
VR,11379,ROYAL MH STAR - TAB,2850
VR,11393,,74
VR,11393,BEETLE,438
VR,11416,,960
VR,11416,OVIPRON TOP,2900
VR,11448,,94
VR,11449,,380
VR,11449,GARDOPRIM GOLD,100
VR,11479,,71
VR,11479,BRANCHER DIRADO,202
VR,11497,,40
VR,11497,CRITTOVIT WG,10488
VR,11501,PARIFOL,158
VR,11505,,6
VR,11505,READY GERMIPLUS,175
VR,11513,,5
VR,11525,FUNGIDINA 400 SC,88
VR,11526,,284
VR,11526,SULTAN,1160
VR,11548,,43.38
VR,11548,ISONET L TT,22.49
VR,11549,,0.5
VR,11549,ISOMATE OFM ROSSO FLEX,1.6
VR,11551,,0.27
VR,11551,ISOMATE C PLUS,5303
VR,11552,,2
VR,11552,ISOMATE C TT,8200.12
VR,11555,RAK 5,1.79
VR,11556,RAK 5+6,1
VR,11561,,856.15
VR,11561,NEEMAZAL T/S,932
VR,11569,,1909
VR,11569,CUPROXAT S.D.I.,1883
VR,11619,TIOFLOR WDG,108
VR,11637,,643
VR,11642,PIKAR,1
VR,11649,,226
VR,11649,COMMAND 36 CS,233.6
VR,11654,,1
VR,11678,ACTELLIC 2/P NEWPHARM,12
VR,11679,GIBERAL COMPRESSE,0.1
VR,11690,GOAL 480 SC,14.5
VR,11693,,55.5
VR,11693,LASER,543.75
VR,11694,CONSERVE SC,0.1
VR,11701,BOTANIGARD OD,109
VR,11730,COSMOTRIN,120
VR,11760,,17145
VR,11760,POLITHIOL,17465
VR,11762,,20
VR,11779,,40
VR,11779,KOP-TWIN,1995
VR,11786,AQ 10 WG,0.04
VR,11789,,3
VR,11793,,93
VR,11793,XENTARI WG,657
VR,11794,,6.5
VR,11802,,65
VR,11802,TETRACAP 80 DG,10
VR,11806,KARIKA,5
VR,11857,,70
VR,11857,MIDAURIL COMBI,2380
VR,11862,,5
VR,11862,LOBBY,20
VR,11872,RIFLE 3-18-R,10
VR,11908,VENTUREX 400 SC,3
VR,11926,NOIDIO GOLD 10 EC,25
VR,11944,,20
VR,11944,ASPECT,120
VR,11948,,55
VR,11964,,840
