DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_OF_CROP,DESTINATION_WINEGRAPES,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_OF_CROP_EUCODE,NOTE_TYPE_OF_CROP,NOTE_DESTINATION_WINEGRAPES,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,APRIC,ALL,2025,29,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,APRIC,ALL,2026,29,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BARLEY,ALL,2025,850,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BARLEY,ALL,2026,480,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BEANK,ALL,2025,33,,,,,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BEANK,ALL,2026,50,,,,,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BROAFIELD,ALL,2025,50,,,,,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,BROAFIELD,ALL,2026,185,,,,,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CARRNDPARS,ALL,2025,809,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CARRNDPARS,ALL,2026,850,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CAULERAND,ALL,2025,275,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CAULERAND,ALL,2026,155,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CELEOPENF,ALL,2025,3,,,,,V2200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CEREAOG_NO_FORAGENR,ALL,2025,740,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CEREAOG_NO_FORAGENR,ALL,2026,260,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CERFORRLEY,ALL,2025,58,,,,,G1100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CEROIS,ALL,2025,150,,,,,G3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CHAROPENFI,ALL,2025,4,,,,,V2900_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CHICS,ALL,2025,21,,,,,P9200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CHICS,ALL,2026,30,,,,,P9200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CLEMENTINE,ALL,2025,780,,,,,T2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CLEMENTINE,ALL,2026,750,,,,,T2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,COMMEGRASS,ALL,2025,64,,,,,G1100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,COURINOPE,ALL,2025,550,,,,,V3420_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,COURINOPE,ALL,2026,450,,,,,V3420_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,CUCUINOPE,ALL,2025,25,,,,,V3200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,DRIESES,ALL,2025,650,,,,,G1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,EARLATOES,ALL,2025,5300,,,,,R1000_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,EARLATOES,ALL,2026,5300,,,,,R1000_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ECENEDEDF,ALL,2025,255,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ECENEDEDF,ALL,2026,255,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,EGGINOPE,ALL,2025,350,,,,,V3410_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,EGGINOPE,ALL,2026,390,,,,,V3410_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ENDINOPEN,ALL,2025,238,,,,,V2400_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ENDINOPEN,ALL,2026,150,,,,,V2400_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ERORSHCO,ALL,2025,190,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ERORSHCO,ALL,2026,190,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ETRNSITENDE,ALL,2025,75,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ETRNSITENDE,ALL,2026,75,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FENNOPENF,ALL,2025,610,,,,,V4920_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FENNOPENF,ALL,2026,470,,,,,V4920_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FIG,ALL,2025,10,,,,,F2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FRESADBEAN,ALL,2025,25,,,,,V5900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FRESNEYBEA,ALL,2025,160,,,,,V5200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,FRESNEYBEA,ALL,2026,145,,,,,V5200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,GLOBICHOKE,ALL,2025,750,,,,,V2800,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,GLOBICHOKE,ALL,2026,750,,,,,V2800,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,GRAM,ALL,2025,355,,,,,G1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,GRAPEDOPWINE,ALL,2025,1200,,,,,W1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,GRAPEIGPWINE,ALL,2025,1050,,,,,W1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,HTABG,ALL,2026,40,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,JAPAMEDLAR,ALL,2025,21,,,,,F1290_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,KIWI,ALL,2025,9,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,KIWI,ALL,2026,10,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LEMLIME,ALL,2025,5500,,,,,T3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LEMLIME,ALL,2026,5500,,,,,T3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LEMON,ALL,2025,5500,,,,,T3100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LEMON,ALL,2026,5500,,,,,T3100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LENTIL,ALL,2025,32,,,,,P9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LENTIL,ALL,2026,25,,,,,P9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LETTNOPEN,ALL,2025,800,,,,,V2300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LETTNOPEN,ALL,2026,400,,,,,V2300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LOTU,ALL,2025,4,,,,,F2900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,LUCERNE,ALL,2025,135,,,,,G2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MAIZE,ALL,2026,90,,,,,C1500,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MANDAR,ALL,2025,550,,,,,T2910_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MANDAR,ALL,2026,500,,,,,T2910_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MEDLAR,ALL,2025,5,,,,,F1190_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MELOOPENFI,ALL,2025,440,,,,,V3510_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MELOOPENFI,ALL,2026,310,,,,,V3510_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MIXEPORARY,ALL,2025,60,,,,,G2900_IV,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MXSOASANDS,ALL,2025,860,,,,,C1400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,MXSOASANDS,ALL,2026,420,,,,,C1400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,NECTA,ALL,2025,75,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,NECTA,ALL,2026,75,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OATS,ALL,2025,860,,,,,C1410,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OATS,ALL,2026,420,,,,,C1410,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OFTP,ALL,2025,150,,,,,V3120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OFTP,ALL,2026,145,,,,,V3120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OFTTOT,ALL,2025,285,,,,,V3110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OFTTOT,ALL,2026,380,,,,,V3110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OHROIE,ALL,2025,9000,,,,,O1900,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OLIVO,ALL,2025,9000,,,,,O1910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OLIVT,ALL,2025,1300,,,,,O1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OLIVTAB_OIL,ALL,2025,10300,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OLIVTAB_OIL,ALL,2026,10750,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ONIOOPENF,ALL,2025,25,,,,,V4210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ONIOOPENF,ALL,2026,65,,,,,V4210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ORANGE,ALL,2025,17000,,,,,T1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,ORANGE,ALL,2026,17000,,,,,T1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHBROCI,ALL,2025,120,,,,,V1900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHBROCI,ALL,2026,115,,,,,V1900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHEEHERBA,ALL,2025,38,,,,,G1100_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHEETEMPO,ALL,2025,84,,,,,G2990,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHETFRUITNOR,ALL,2025,6,,,,,F3900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHETURES,ALL,2025,4150,,,,,G1200_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHEZINGS,ALL,2025,4500,,,,,J2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHFRELPULS,ALL,2025,25,,,,,V5900,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,OTHGRWINODI,ALL,2025,200,,,,,W1190,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PEACH,ALL,2025,255,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PEACH,ALL,2026,255,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PEAPROT,ALL,2026,75,,,,,P1100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PEAR,ALL,2025,190,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PEAR,ALL,2026,190,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PERMGRASSE,ALL,2025,190,,,,,J1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PGRAPM,ALL,2025,17940,,,,,J0000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PLUM,ALL,2025,11,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PLUM,ALL,2026,11,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,POME,ALL,2025,250,,,,,T4000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,POMETES,ALL,2025,12,,,,,F2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,POORINGS,ALL,2025,13250,,,,,J2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,POTA,ALL,2025,700,,,,,R1000_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,POTA,ALL,2026,700,,,,,R1000_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,PRICKLYPEAR,ALL,2025,95,,,,,F2900_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,REDRINOP,ALL,2025,360,,,,,V3600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,REDRINOP,ALL,2026,270,,,,,V3600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,RICE,ALL,2025,41,,,,,C2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,SAIN,ALL,2025,20,,,,,G2900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,SAVOBAGEIN,ALL,2025,40,,,,,V1330,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,SAVOBAGEIN,ALL,2026,25,,,,,V1330,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,SPANPARCET,ALL,2025,22,,,,,G2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,SPINNOPEN,ALL,2025,60,,,,,V2500_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,STRAIEINO,ALL,2025,200,,,,,S0000_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,STRAIEINO,ALL,2026,200,,,,,S0000_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,TABLEGRAPES,ALL,2025,180,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,TABLEGRAPES,ALL,2026,190,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WATENINOP,ALL,2025,350,,,,,V3520_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WHEATD,ALL,2025,12900,,,,,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WHEATD,ALL,2026,11500,,,,,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WINEES,ALL,2025,2450,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WINEES,ALL,2026,2480,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WNEALY,ALL,2025,850,,,,,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART,WNEALY,ALL,2026,480,,,,,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,BEANREENHOU,ALL,2025,2700,,,,,V5200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,COURINGRE,ALL,2025,18000,,,,,V3420_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,CUCUINGRE,ALL,2025,1150,,,,,V3200S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,EGGINGRE,ALL,2025,2400,,,,,V3410_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,LETTNGREEN,ALL,2025,1400,,,,,V2300S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,MELOGREENHO,ALL,2025,20000,,,,,V3510_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,REDRINGR,ALL,2025,18000,,,,,V3600S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,STRAIEING,ALL,2025,2360,,,,,S0000S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,TOMAGRENNH,ALL,2025,21800,,,,,V3100S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,TOMAGRENNH_I,ALL,2025,21800,,,,,V3110_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,ART_ARE,WATENINGR,ALL,2025,20500,,,,,V3520_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,CERFORRLEY,ALL,2025,95.872,,,,,G1100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,CEROIS,ALL,2025,356.25,,,,,G3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,COMMEGRASS,ALL,2025,100.62,,,,,G1100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,DRIESES,ALL,2025,362.7,,,,,G1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,GRAM,ALL,2025,412.3,,,,,G1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,LUCERNE,ALL,2025,76.275,,,,,G2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,MIXEPORARY,ALL,2025,39.412,,,,,G2900_IV,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,OTHEEHERBA,ALL,2025,27.328,,,,,G1100_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,OTHEETEMPO,ALL,2025,46.9,,,,,G2990,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,OTHETURES,ALL,2025,3410.3,,,,,G1200_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,OTHEZINGS,ALL,2025,1117.6,,,,,J2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,PERMGRASSE,ALL,2025,754.56,,,,,J1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,POORINGS,ALL,2025,2858.5,,,,,J2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,SAIN,ALL,2025,11.2,,,,,G2900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,FODUNIT_EXT,SPANPARCET,ALL,2025,12.644,,,,,G2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,AACAE,ALL,2025,3850000,,,,TIPO_DATO5__HP_Q_EXT_N1,T1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,AACAE,ALL,2026,4000000,,,,TIPO_DATO5__HP_Q_EXT_N1,T1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,ALMO,ALL,2025,123500,,,,TIPO_DATO5__HP_Q_EXT_N1,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,ALMO,ALL,2026,123500,,,,TIPO_DATO5__HP_Q_EXT_N1,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,APRIC,ALL,2025,1250,,,,TIPO_DATO5__HP_Q_EXT_N1,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,APRIC,ALL,2026,1250,,,,TIPO_DATO5__HP_Q_EXT_N1,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BARLEY,ALL,2025,16750,,,,TIPO_DATO5__HP_Q_EXT_N1,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BARLEY,ALL,2026,9300,,,,TIPO_DATO5__HP_Q_EXT_N1,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BEANK,ALL,2025,500,,,,TIPO_DATO5__HP_Q_EXT_N1,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BEANK,ALL,2026,1000,,,,TIPO_DATO5__HP_Q_EXT_N1,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BEANREENHOU,ALL,2025,3470,,,,TIPO_DATO5__HP_Q_EXT_N1,V5200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BROAFIELD,ALL,2025,1000,,,,TIPO_DATO5__HP_Q_EXT_N1,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,BROAFIELD,ALL,2026,6200,,,,TIPO_DATO5__HP_Q_EXT_N1,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITG19,HP_Q_EXT,CARRNDPARS,ALL,2025,330000,,,,TIPO_DATO5__HP_Q_EXT_N1,V4100_II,,,,,,
