SOURCE_ID;ESTADO;SOURCE_NAME;SOURCE_OWNER;COUNTRY;TERRITORY;URL;VERDICT;EVIDENCE_PATH;NO_ATLAS_CORRENTE;IRMAOS_MESMA_FONTE;N_REGISTOS;N_VERSOES;ONDE;N_CITACOES;FIRST_ASSIGNMENT_COMMIT;FIRST_ASSIGNMENT_DATE;FIRST_ASSIGNMENT_BRANCH;FIRST_ASSIGNMENT_FILE;FIRST_ASSIGNMENT_SOURCE;DIVERGENCIAS
IT-T3-003;SAME_SOURCE_MULTIPLE_IDS;MAPA-DE-FONTES-ITALIA.md` §3 · **GREEN** — 2026: 6 videira · 4 macieira · 0 herbáceas;UNKNOWN;UNKNOWN;T3;NÃO SEI;rota medida, mas **sem evidência bruta preservada** no repositório. **Ressalva registrada:;UNKNOWN;NAO;IT-T3-010;3;3;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;61;69db7cc4eb91;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;MAPA-DE-FONTES-ITALIA.md` §3 · **GREEN** — 2026: 6 videira · 4 macieira · 0 herbáceas;SOURCE_NAME: escolhido «MAPA-DE-FONTES-ITALIA.md` §3 · **GREEN** — 2» (prova 25) sobre «SIMFITO — sistema informativo fito» (20)
IT-T3-004;MISSING_FROM_CURRENT_ATLAS;**INFERIDO** — primeira medição de `IT-T3-006` (ERSA Friuli-VG) · mesma região e mesma seção «colture erbacee», e a segunda rodada achou a subpágina `bollettini;UNKNOWN;UNKNOWN;T3;https://www.alsia.it;mesma região e mesma seção «colture erbacee», e a segunda rodada achou a subpágina `bollet;UNKNOWN;NAO;;5;3;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;35;69db7cc4eb91;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;"primeira medição de `IT-T3-006` (ERSA Friuli-VG) · mesma região e mesma seção «colture erbacee»; a segunda rodada achou ";SOURCE_NAME: escolhido «**INFERIDO** — primeira medição de `IT-T3-00» (prova 25) sobre «idem · **YELLOW, superada**» (25) / «primeira medição de `IT-T3-006` (E» (25) || VERDICT: escolhido «mesma região e mesma seção «colture erbacee»» (prova 25) sobre «ver grupo A.» (25) / «mesma região e mesma seção «coltur» (25)
IT-T3-005;SAME_SOURCE_MULTIPLE_IDS;MAPA-DE-FONTES-ITALIA.md` §3 · **YELLOW** — *disciplinari* + decretos de deroga;UNKNOWN;UNKNOWN;T3;https://www.terretruria.it;ISSUE_KNOWN != CURRENT_SIGNAL`: o Piemonte publica o primeiro, não o segundo.;UNKNOWN;NAO;IT-T3-006;5;3;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;203;69db7cc4eb91;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;MAPA-DE-FONTES-ITALIA.md` §3 · **YELLOW** — *disciplinari* + decretos de deroga;SOURCE_NAME: escolhido «MAPA-DE-FONTES-ITALIA.md` §3 · **YELLOW** — » (prova 25) sobre «Terre dell'Etruria — Monitoraggio » (20) / «Monitoraggio mosca dell'olivo» (10) || VERDICT: escolhido «ISSUE_KNOWN != CURRENT_SIGNAL`: o Piemonte p» (prova 25) sobre «NÃO SEI — promissora, agora com ev» (10) / «NAO SEI» (10)
IT-T3-006;SAME_SOURCE_MULTIPLE_IDS;IT-T3-006 · ERSA Friuli-Venezia Giulia — bollettini colture erbacee;ERSA — Servizio fitosanitario e chimico, FVG;ITALY · REGION: Friuli-Venezia Giulia;T3;https://www.terretruria.it;GREEN;"""Boll_15_MAIS_120826"" — mais em BBCH 65-75, voo de 3ª";NAO;IT-T3-005;4;4;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;93;2bd4ec692a68;2026-08-30;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;IT-T3-006 · ERSA Friuli-Venezia Giulia — bollettini colture erbacee;SOURCE_NAME: escolhido «IT-T3-006 · ERSA Friuli-Venezia Giulia — bol» (prova 80) sobre «Terre dell'Etruria — Bollettini te» (20)
IT-T3-007;MISSING_FROM_CURRENT_ATLAS;Sicilia — Servizio Fitosanitario / difesa integrata;UNKNOWN;UNKNOWN;T3;https://www.regione.sicilia.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;Sicilia — Servizio Fitosanitario / difesa integrata;
IT-T3-008;MISSING_FROM_CURRENT_ATLAS;ARIF Puglia / Agrometeo Puglia — rete fitosanitaria;UNKNOWN;UNKNOWN;T3;https://www.arifpuglia.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;147;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ARIF Puglia / Agrometeo Puglia — rete fitosanitaria;
IT-T3-009;MISSING_FROM_CURRENT_ATLAS;Assoproli Bari — assistenza tecnica e monitoraggio olivicolo;UNKNOWN;UNKNOWN;T3;https://www.assoproli.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;15;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;Assoproli Bari — assistenza tecnica e monitoraggio olivicolo;
IT-T3-010;SAME_SOURCE_MULTIPLE_IDS;APOL Lecce — monitoraggio olivicolo;UNKNOWN;UNKNOWN;T3;NÃO SEI;UNKNOWN;UNKNOWN;NAO;IT-T3-003;1;1;ITALY-SOURCE-MASTER-V1.json;144;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;APOL Lecce — monitoraggio olivicolo;
IT-T3-011;MISSING_FROM_CURRENT_ATLAS;AGRIOS — direttive, aggiornamenti e deroghe per la produzione integrata;UNKNOWN;UNKNOWN;T3;https://www.agrios.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;66;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;AGRIOS — direttive, aggiornamenti e deroghe per la produzione integrata;
IT-T3-012;MISSING_FROM_CURRENT_ATLAS;FEM — Bollettini / guide tecniche di difesa integrata;UNKNOWN;UNKNOWN;T3;https://www.fmach.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;27;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;FEM — Bollettini / guide tecniche di difesa integrata;
IT-T3-013;MISSING_FROM_CURRENT_ATLAS;Emilia-Romagna — Servizio Fitosanitario;Regione Emilia-Romagna;ITALY;T3 (também serve T4);https://agricoltura.regione.emilia-romagna.it/fitosanitario;YELLOW — frequencia de atualizacao por provar;«Bollettini interprovinciali di produzione integrata e biologica 2026 -;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;25;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Emilia-Romagna — Servizio Fitosanitario;
IT-T3-014;MISSING_FROM_CURRENT_ATLAS;Servizio Fitosanitario Nazionale — Protezione delle Piante;MASAF — Servizio Fitosanitario Centrale;ITALY;T3 (também serve T4);https://www.protezionedellepiante.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Articoli Archivi - Protezione delle piante»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;30;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Servizio Fitosanitario Nazionale — Protezione delle Piante;
IT-T3-015;MISSING_FROM_CURRENT_ATLAS;Toscana — Servizio Fitosanitario Regionale;Regione Toscana;ITALY;T3 (também serve T4);https://www.regione.toscana.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Approfondimenti - Regione Toscana»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Toscana — Servizio Fitosanitario Regionale;
IT-T3-016;MISSING_FROM_CURRENT_ATLAS;Veneto — Servizio Fitosanitario Regionale;Regione Veneto;ITALY;T3 (também serve T4);https://www.regione.veneto.it/web/agricoltura-e-foreste;GREEN — fonte aberta, exemplo real observado e preservado;«Newsletter - Regione del Veneto»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;25;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Veneto — Servizio Fitosanitario Regionale;
IT-T3-017;MISSING_FROM_CURRENT_ATLAS;CNR IPSP — Istituto per la Protezione Sostenibile delle Piante;CNR;ITALY;T3 (também serve T5, T6);http://www.ipsp.cnr.it/;YELLOW — so responde em HTTP;"«Notizie &#8211; IPSP» http://www.ipsp.cnr.it/notizie/ — HTML, 72467 bytes";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR IPSP — Istituto per la Protezione Sostenibile delle Piante;
IT-T3-018;MISSING_FROM_CURRENT_ATLAS;CNR ISPA — Istituto di Scienze delle Produzioni Alimentari;CNR;ITALY;T3 (também serve T5);https://www.ispa.cnr.it/;YELLOW — frequencia de atualizacao por provar;«ISPA - CNR News & Eventi ISPA» https://www.ispa.cnr.it/news-e-eventi —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR ISPA — Istituto di Scienze delle Produzioni Alimentari;
IT-T3-019;MISSING_FROM_CURRENT_ATLAS;Agroinnova — Centro di Competenza per l'Innovazione in campo agro-ambientale;Universita di Torino;ITALY;T3 (também serve T5, T6);https://www.agroinnova.unito.it/it;YELLOW — frequencia de atualizacao por provar;"«Progetti di Ricerca | Centro Interdipartimentale per l&#039;Innovazione in";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Agroinnova — Centro di Competenza per l'Innovazione in campo agro-ambientale;
IT-T3-020;MISSING_FROM_CURRENT_ATLAS;Societa Entomologica Italiana;SEI;ITALY;T3 (também serve T5);https://www.societaentomologicaitaliana.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Approfondisci» https://www.societaentomologicaitaliana.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Societa Entomologica Italiana;
IT-T3-021;MISSING_FROM_CURRENT_ATLAS;SIPaV — Societa Italiana di Patologia Vegetale;SIPaV;ITALY;T3 (também serve T5, T6);https://www.sipav.org/;YELLOW — frequencia de atualizacao por provar;«SIPaV News» https://www.sipav.org/it/12/News/ — HTML, 22197 bytes lidos em;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;SIPaV — Societa Italiana di Patologia Vegetale;
IT-T4-001;SAME_ID_DIFFERENT_SOURCE;Fitosanitari — elenco dei prodotti fitosanitari autorizzati;Ministero della Salute (Italia);ITALY;T4 (alimenta T9);https://www.dati.salute.gov.it/it/dataset/fitosanitari/;GREEN;"17.695 produtos; 3.712 em vigor. ADAMA ITALIA S.R.L. com";SIM;;38;29;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;4033;d7b289425c5e;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Fitosanitari — elenco dei prodotti fitosanitari autorizzati;"SOURCE_NAME: escolhido «Fitosanitari — elenco dei prodotti fitosanit» (prova 100) sobre «ARPAV — Vendite fitosanitari (open» (100) / «IT-T4-001-ETICHETTA · Ministero de» (80) || SOURCE_OWNER: escolhido «Ministero della Salute (Italia)» (prova 100) sobre «ARPAV (Agenzia Regionale per la Pr» (100) || COUNTRY: escolhido «ITALY» (prova 100) sobre «ITALY — **apenas a região do Vênet» (100) || TERRITORY: escolhido «T4 (alimenta T9)» (prova 100) sobre «T10» (100) / «T4 (alimenta T3 e T9)» (80) || URL: escolhido «https://www.dati.salute.gov.it/it/dataset/fi» (prova 100) sobre «https://www.arpa.veneto.it/dati-am» (100) || VERDICT: escolhido «GREEN» (prova 100) sobre «GREEN COM RESSALVAS OPERACIONAIS» (80) || EVIDENCE_PATH: escolhido «17.695 produtos; 3.712 em vigor. ADAMA ITALI» (prova 100) sobre «Vêneto 2025: **16.265.862 kg/l** d» (100) / «CUSTODIA ULTRA (reg. 015232), rótu» (80)"
IT-T4-002;MISSING_FROM_CURRENT_ATLAS;MAPA-DE-FONTES-ITALIA.md` §1 · categoria fitoiatrica (taxonomia oficial);UNKNOWN;UNKNOWN;T4;UNKNOWN;"é **vocabulário**, não fonte de fato; entra no mesmo balde de `ES-T4-001`, que é ficha por";UNKNOWN;NAO;;2;2;ATLAS-DE-FONTES-EAME.md;3;69db7cc4eb91;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;MAPA-DE-FONTES-ITALIA.md` §1 · categoria fitoiatrica (taxonomia oficial);
IT-T5-001;MISSING_FROM_CURRENT_ATLAS;OpenAlex, recorte italiano declarado;OurResearch;ITALY;T5;https://www.crea.gov.it;GREEN;UNKNOWN;NAO;;2;2;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;167;0226813d16c6;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;OpenAlex, recorte italiano declarado;SOURCE_NAME: escolhido «OpenAlex, recorte italiano declarado» (prova 30) sobre «CREA — Giornata del Mais (programa» (20)
IT-T5-002;MISSING_FROM_CURRENT_ATLAS;FEM OpenPub — repositório de publicações;UNKNOWN;UNKNOWN;T5;https://publications.fmach.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;87;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;FEM OpenPub — repositório de publicações;
IT-T5-003;MISSING_FROM_CURRENT_ATLAS;Giornate Fitopatologiche — atti e programma;UNKNOWN;UNKNOWN;T5;https://www.giornatefitopatologiche.it;YELLOW;UNKNOWN;NAO;;2;1;ITALY-SOURCE-MASTER-V1.json;87;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;Giornate Fitopatologiche — atti e programma;
IT-T5-004;MISSING_FROM_CURRENT_ATLAS;CNR IRIS — repositório institucional;UNKNOWN;UNKNOWN;T5;https://iris.cnr.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;CNR IRIS — repositório institucional;
IT-T5-005;MISSING_FROM_CURRENT_ATLAS;SIRFI — flora infestante e resistência a herbicidas;UNKNOWN;UNKNOWN;T5;https://www.sirfi.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;15;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;SIRFI — flora infestante e resistência a herbicidas;
IT-T5-006;MISSING_FROM_CURRENT_ATLAS;CNR — Consiglio Nazionale delle Ricerche;CNR;ITALY;T5 (também serve T6);https://www.cnr.it/;GREEN — fonte aberta, exemplo real observado e preservado;"«L&#039;enigma del Medioevo a Grotta Romanelli: tre corpi e un mistero lungo";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR — Consiglio Nazionale delle Ricerche;
IT-T5-007;MISSING_FROM_CURRENT_ATLAS;Institut Agricole Regional — Aosta;Institut Agricole Regional;ITALY;T5 (também serve T1, T7);https://www.iaraosta.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Carta della Qualità» https://www.iaraosta.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;30;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Institut Agricole Regional — Aosta;
IT-T5-008;MISSING_FROM_CURRENT_ATLAS;Fondazione Agrion — Fondazione per la ricerca l'innovazione e lo sviluppo;Fondazione Agrion;ITALY;T5 (também serve T3, T1);https://www.agrion.it/;"YELLOW — registada como real e util, mas sem exemplo representativo do que entrega; rever com navegador antes de contratar coleta.";NÃO REPRESENTATIVO — o item que se conseguiu confirmar por HTTP e' papelada administrativa (codigo etico, termos, formulario) — prova que a organizacao existe, NAO prova o que ela publica na sua area tecnica. Um exemplo representativo exige navegador ou leitura humana da seccao de noticias.;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Fondazione Agrion — Fondazione per la ricerca l'innovazione e lo sviluppo;
IT-T5-009;MISSING_FROM_CURRENT_ATLAS;Fondazione Minoprio;Fondazione Minoprio;ITALY;T5 (também serve T7, T1);https://www.fondazioneminoprio.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Regolamento» https://www.fondazioneminoprio.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Fondazione Minoprio;
IT-T5-010;MISSING_FROM_CURRENT_ATLAS;Fondazione per l'Agricoltura F.lli Navarra;Fondazione Navarra;ITALY;T5 (também serve T1);https://www.fondazionenavarra.it/;GREEN — fonte aberta, exemplo real observado e preservado;«La Pianura» https://www.fondazionenavarra.it/images/pdf/la_pianura_n_3_2010;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Fondazione per l'Agricoltura F.lli Navarra;
IT-T5-011;MISSING_FROM_CURRENT_ATLAS;UNIBA DiSSPA — Dipartimento di Scienze del Suolo della Pianta e degli;Universita di Bari Aldo Moro;ITALY;T5 (também serve T6, T3);https://www.uniba.it/it/ricerca/dipartimenti/disspa;GREEN — fonte aberta, exemplo real observado e preservado;«Processi e subprocessi associati ai Dipartimenti di ricerca»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIBA DiSSPA — Dipartimento di Scienze del Suolo della Pianta e degli;
IT-T5-012;MISSING_FROM_CURRENT_ATLAS;UNIPI DiSAAA-a — Dipartimento di Scienze Agrarie Alimentari e Agro-;Universita di Pisa;ITALY;T5 (também serve T6, T1);https://www.agr.unipi.it/;GREEN — fonte aberta, exemplo real observado e preservado;https://www.agr.unipi.it/wp-content/uploads/2026/07/ad-agraria.pdf — PDF,;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIPI DiSAAA-a — Dipartimento di Scienze Agrarie Alimentari e Agro-;
IT-T5-013;MISSING_FROM_CURRENT_ATLAS;CRPA — Centro Ricerche Produzioni Animali;CRPA;ITALY;T5 (também serve T1);https://www.crpa.it/;YELLOW — frequencia de atualizacao por provar;«Codice SDI Agenzia delle Entrate» https://www.crpa.it/media/crpa_www/images;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CRPA — Centro Ricerche Produzioni Animali;
IT-T5-014;MISSING_FROM_CURRENT_ATLAS;UNITUS DAFNE — Dipartimento di Scienze Agrarie e Forestali;Universita della Tuscia;ITALY;T5 (também serve T6, T1);https://www.unitus.it/dipartimenti/dafne/;YELLOW — frequencia de atualizacao por provar;«Linee guida internazionalizzazione CdL» https://www.unitus.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNITUS DAFNE — Dipartimento di Scienze Agrarie e Forestali;
IT-T5-015;MISSING_FROM_CURRENT_ATLAS;CNR IBBR — Istituto di Bioscienze e Biorisorse;CNR;ITALY;T5 (também serve T1);https://www.ibbr.cnr.it/ibbr/;GREEN — fonte aberta, exemplo real observado e preservado;«IBBR News: European Biotech Week 2026 - IBBR-CNR»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR IBBR — Istituto di Bioscienze e Biorisorse;
IT-T5-016;MISSING_FROM_CURRENT_ATLAS;AIR UNIMI — Archivio Istituzionale della Ricerca;Universita degli Studi di Milano;ITALY;T5 (também serve T6);https://air.unimi.it/;YELLOW — frequencia de atualizacao por provar;«Guida alla nuova interfaccia» https://air.unimi.it/sr/static/DS6/AIR-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;AIR UNIMI — Archivio Istituzionale della Ricerca;
IT-T5-017;MISSING_FROM_CURRENT_ATLAS;FLORE UNIFI — Archivio istituzionale della ricerca;Universita di Firenze;ITALY;T5 (também serve T6);https://flore.unifi.it/;YELLOW — frequencia de atualizacao por provar;«REG. TESI DOTTORATO (ARTT. 29, 30)» https://www.unifi.it/sites/default/file;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;FLORE UNIFI — Archivio istituzionale della ricerca;
IT-T5-018;MISSING_FROM_CURRENT_ATLAS;IRIS UNIBO — Archivio istituzionale della ricerca;Universita di Bologna;ITALY;T5 (também serve T6);https://cris.unibo.it/;YELLOW — frequencia de atualizacao por provar;«Policy di Ateneo per l’accesso aperto alle pubblicazioni e ai dati della;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;IRIS UNIBO — Archivio istituzionale della ricerca;
IT-T5-019;MISSING_FROM_CURRENT_ATLAS;IRIS UNIPD — Archivio della ricerca;Universita di Padova;ITALY;T5 (também serve T6);https://www.research.unipd.it/;YELLOW — frequencia de atualizacao por provar;«Policy Open Access» https://wwwassets.unipd.it/sites/default/files/2026-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;IRIS UNIPD — Archivio della ricerca;
IT-T5-020;MISSING_FROM_CURRENT_ATLAS;IRIS UNITO — Archivio istituzionale;Universita di Torino;ITALY;T5 (também serve T6);https://iris.unito.it/;YELLOW — frequencia de atualizacao por provar;«Come allegare il file Open Access [istruzioni]»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;IRIS UNITO — Archivio istituzionale;
IT-T5-021;MISSING_FROM_CURRENT_ATLAS;UNIFI DAGRI — Dipartimento di Scienze e Tecnologie Agrarie Alimentari;Universita di Firenze;ITALY;T5 (também serve T6, T1);https://www.dagri.unifi.it/;YELLOW — frequencia de atualizacao por provar;«News | Dipartimento di Scienze e Tecnologie Agrarie, Alimentari, Ambientali;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIFI DAGRI — Dipartimento di Scienze e Tecnologie Agrarie Alimentari;
IT-T5-022;MISSING_FROM_CURRENT_ATLAS;Advances in Horticultural Science;Firenze University Press;ITALY;T5 (também serve T1);https://oaj.fupress.net/;GREEN — fonte aberta, exemplo real observado e preservado;«PDF» https://journals.fupress.net/wp-content/uploads/2025/10/Call-N31.pdf —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Advances in Horticultural Science;
IT-T5-023;MISSING_FROM_CURRENT_ATLAS;SSICA — Stazione Sperimentale per l'Industria delle Conserve Alimentari;SSICA;ITALY;T5 (também serve T10);https://www.ssica.it/;GREEN — fonte aberta, exemplo real observado e preservado;https://www.ssica.it/wp-content/uploads/2025/03/PROGETTO-ACTION.pdf — PDF,;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;SSICA — Stazione Sperimentale per l'Industria delle Conserve Alimentari;
IT-T5-024;MISSING_FROM_CURRENT_ATLAS;UNIMI DiSAA — Dipartimento di Scienze Agrarie e Ambientali;Universita degli Studi di Milano;ITALY;T5 (também serve T6, T1);https://disaa.unimi.it/it;GREEN — fonte aberta, exemplo real observado e preservado;«Pubblicazioni | Dipartimento di Scienze Agrarie e Ambientali - Produzione,;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIMI DiSAA — Dipartimento di Scienze Agrarie e Ambientali;
IT-T5-025;MISSING_FROM_CURRENT_ATLAS;Scuola Superiore Sant'Anna — Istituto di Scienze delle Produzioni Vegetali;Scuola Superiore Sant'Anna Pisa;ITALY;T5 (também serve T6, T1);https://www.santannapisa.it/it/istituto/produzioni-vegetali;YELLOW — frequencia de atualizacao por provar;«Al via il progetto INNOFLORENERG con il contributo scientifico;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Scuola Superiore Sant'Anna — Istituto di Scienze delle Produzioni Vegetali;
IT-T5-026;MISSING_FROM_CURRENT_ATLAS;UNIPA SAAF — Dipartimento Scienze Agrarie Alimentari e Forestali;Universita di Palermo;ITALY;T5 (também serve T6, T1);https://www.unipa.it/dipartimenti/saaf/;YELLOW — frequencia de atualizacao por provar;https://www.unipa.it/dipartimenti/saaf/.content/documenti/Linee-guida-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIPA SAAF — Dipartimento Scienze Agrarie Alimentari e Forestali;
IT-T5-027;MISSING_FROM_CURRENT_ATLAS;UNIPD DAFNAE — Dipartimento di Agronomia Animali Alimenti Risorse Naturali e;Universita di Padova;ITALY;T5 (também serve T6, T3);https://www.dafnae.unipd.it/;YELLOW — frequencia de atualizacao por provar;«|  | Università di Padova» https://www.dafnae.unipd.it/news/termine/2 —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;UNIPD DAFNAE — Dipartimento di Agronomia Animali Alimenti Risorse Naturali e;
