"Prodotti fitosanitari venduti nell'anno 2022
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2022, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VI;16945;SERCADIS;14,7
VI;16945;SERCADIS LT 0,3;0,3
VI;16950;MANAMID 100 SC;140
VI;16951;ESQUIVE WP;186
VI;16957;ZORVEC VINABRIA;92
VI;16963;AVENOX 240;13
VI;16963;AVENOX 240 ML 250;8,25
VI;16976;;100
VI;16976;VITIKAPPA;1,5
VI;16976;VITIKAPPA PFnPE;13,8
VI;16988;;20
VI;16988;NAIF;50
VI;17005;CLOMATE;209,5
VI;17006;MONCUT;37
VI;17007;ERADICOAT;5
VI;17014;;1
VI;17014;DELEGATE WDG;7,3
VI;17019;AIRONE L. BLU;134
VI;17019;AIRONE L. BLU PFnPE;4,5
VI;17024;;1
VI;17026;;220
VI;17038;TUAREG NEW;1.480,00
VI;17058;;28
VI;17058;ROMEO;104
VI;17058;ROMEO PFnPE;0,03
VI;17060;DERBY;26
VI;17069;TIOVIT L;75
VI;17075;MOVIDA;1,88
VI;17075;MOVIDA LT 0,625;1,88
VI;17078;;522
VI;17078;QUANTUM L;941
VI;17079;FORCE EVO;1.370,00
VI;17081;CUPROSSIL IDRO NEW 20 WG;11
VI;17091;;30
VI;17091;CHAMP 20 WG;480
VI;17107;;59
VI;17113;MIKAL F;48
VI;17115;ZETROLA;347
VI;17116;;228
VI;17116;ACTIVUS ME;57
VI;17116;ACTIVUS ME LT 1;16
VI;17117;;4
VI;17117;MITOR;6
VI;17118;BIOACT PRIME DC;6,5
VI;17119;SQUARE EC;3
VI;17121;ATLANTIS ACTIV;3,3
VI;17125;;1
VI;17125;LOCK UP;17
VI;17128;JURA EC;40
VI;17141;SELECTRUM;20
VI;17178;;86
VI;17189;BLUE SHIELD TRI HI BIO;220
VI;17194;DICARINI GR 440;1,32
VI;17203;PENDI 40;5
VI;17204;;20
VI;17204;CYPRUS 25 WG;2.180,00
VI;17209;;3
VI;17209;DAVAI;17
VI;17209;DAVAI LT 1;13
VI;17212;ISERAN;271
VI;17217;ARMICARB SPRAY;25
VI;17248;ZORVEC VINABEL;95
VI;17264;ZOLFO LIQUIDO 80 SC;710
VI;17270;ASCRA XPRO;1
VI;17270;ASCRA XPRO LT 1;17
VI;17273;FLYPACK DACUS TRAP;410
VI;17273;FLYPACK DACUS TRAP (PEZZI);300
VI;17273;FLYPACK DACUS TRAP (PZ);1.050,00
VI;17275;NOTO CLASS;123
VI;17293;DIAGONAL;31
VI;17294;ZORVEC EPICALTRIN;5,7
VI;17306;HIGHTOP;30
VI;17311;VINIFOL WDG;2,5
VI;17320;SENIOR 75 WG;24,5
VI;17323;CONTENDER 800;2
VI;17337;;2
VI;17345;ARPEL WG;1
VI;17346;EXOSET 240 EC;750
VI;17350;;5
VI;17350;SONATA;52,5
VI;17354;MURAL 480 SL;51
VI;17355;;16
VI;17358;BLAISE ULTRA;52
VI;17360;MAGO;157
VI;17366;LOYANT 25 Neo EC;108
VI;17368;ALETIL DF;2
VI;17372;COPRANTOL 30 WG;93
VI;17377;;9,84
VI;17377;REFINE SX;3,03
VI;17378;GACHINKO;28,8
VI;17398;DOMITREL 400 CS;23
VI;17412;KANTIK;1
VI;17422;ENVITA SC;20
VI;17432;;1
VI;17434;CARNIVAL FOUR;168
VI;17451;TEKKEN;211
VI;17451;TEKKEN LT 1;53
VI;17454;;147
VI;17454;ENCARIT;25,8
VI;17455;PALIO;1,5
VI;17461;;36,6
VI;17461;ORONDIS;1,6
VI;17469;;27,01
VI;17469;TAEGRO;0,37
VI;17470;LIMOCIDE;144
VI;17472;;60
VI;17472;JADE;425
VI;17496;;53
VI;17508;;225
VI;17508;POLYCOM 70 DF;740
VI;17523;LUMIX BIO;65
VI;17532;CONTENDER PLUS;11
VI;17541;CHANTICO;15
VI;17548;ENELSE;108
VI;17552;COLUMBO PRO;108
VI;17597;;69,24
VI;17634;;116
VI;17634;FRAXION;47
VI;17634;FRAXION LT 1;38
VI;17642;BUSSOLA;235
VI;17642;BUSSOLA WG BLU;60
VI;17655;;63
VI;17657;EXTASE R;140
VI;17666;PROSARO PLUS;72
VI;17680;;20
VI;17680;GALILEO;96,5
VI;17681;FRAMEX LT 1;89
VI;17693;HATTRICK 30 WG;1.470,00
VI;17744;CHOUCAS;9
VI;17745;PREDILECTO;54
VI;17746;;20
VI;17746;CLEMATIS;103
VI;17749;;164
VI;17749;DRONE;19
VI;17751;PRAKTIS;24
VI;17760;;44,44
VI;17760;NIRVANA;7,04
VI;17769;VULPIN;4,75
VI;17824;MIRADOR TURBO;48
VI;17824;MIRADOR TURBO LT 1;24
VI;17826;;12
VI;17826;DOMARK 125 PLUS;79
VI;17840;;325
VI;17840;OLIOCIN PLUS;775
VI;17864;PHYTON GR 100;3,9
VI;17880;AZULEO;19
VI;17894;TRIKA ENERGY;8.870,00
VI;17913;;1.044,00
VI;17920;GHIBLI TM;31
VI;17920;GHIBLI TM LT 1;38
VI;17945;LUMEO;4,5
VI;17947;CODAL;18,75
VI;18016;AF-X1 2022;137,5
VI;18049;REVYSTAR XL BEET;120
VI;18063;ACELEPRYN 2022;3,6
VI;18073;ENOVIT METIL 01;5
VI;18270;GLIPHOGAN TO CL PFNPE;117
VR;13;;30.730,00
VR;13;THIOPRON;39.660,00
VR;17;U 46 COMBI FLUID;17
VR;133;U 46 D-FLUID;61
VR;206;ALBENE;1.120,00
VR;565;FUMATHANE 510;63.200,00
VR;599;;680
VR;599;ACUPRICO 76 WG;5.021,00
VR;599;ACUPRICO 76WG;730
VR;619;VALGRAN;318
VR;747;;1.780,00
VR;747;ZOLFO SPRUZZABILE;240
VR;909;;40.615,00
VR;909;POLISOLFURO DI CALCIO POLISENIO;59.955,00
VR;1155;CHEMOL 90 EL;1.541,00
VR;1156;;37.264,00
VR;1156;CHEMOL;66.188,00
VR;1156;CHEMOL PFnPE;35
VR;1562;;48
VR;1573;;4.560,00
VR;1573;BASAMID GRANULAT;720
VR;1583;;176.820,00
VR;1583;MICROTHIOL DISPERSS;128.038,00
VR;1823;;725
VR;1823;ZOLFO 80 MICRONIZZATO;625
VR;1850;IDRORAME FLOW PFnPE;22,5
VR;1903;SULFURENE;150
VR;1936;;48.242,00
VR;1936;LIQUIZOL M;3.530,00
VR;2191;WETTING PLUS;1.051,00
VR;2259;PASTA LUMACHICIDA IN GRANI;41
VR;2260;;1.054,00
VR;2260;GASTROTOX E;3
VR;2291;;234
VR;2291;ESCA REGINA N;365,5
VR;2291;ESCA REGINA N PFnPE;1.363,00
VR;2307;;3.890,00
VR;2307;VECTOR;2.478,00
VR;2353;;463
VR;2353;BONALAN;2.754,00
VR;2525;LUMACID AGRO;280
VR;2603;ESCACIDE;50
VR;2732;;86
VR;2732;GOLTIX;960
VR;2923;;238.376,00
VR;2923;TIOVIT JET;110.564,00
VR;2940;LIMACIDE PELLETS PFnPE;40
VR;2983;NIMROD;39
VR;2995;;6
VR;2995;ESCARTOX;116,5
VR;3065;;15,5
VR;3065;OLIOCIN;191
VR;3082;OLEOTER ESTATE;35
VR;3102;;750
VR;3102;OLEOTER;7.602,00
VR;3102;OLEOTER PFnPE;129,77
VR;3141;;1
VR;3163;U 46 M STAR;15
VR;3182;;165
VR;3343;;703
VR;3343;U46 M CLASS;775
VR;3412;;247
VR;3412;SYLLIT 65;296
VR;3486;TRISCABOL DG;838
VR;3503;AGRUMIN;10
VR;3519;;42
VR;3519;METAMBANE;168
VR;3553;;38
VR;3553;CURZATE;39
VR;3640;;2.435,00
VR;3640;CUPROSTAR;10
VR;3658;SIPCAMOL E;1,75
VR;3745;METAM;400
VR;3767;;2.311,00
VR;3767;FENOXILENE 200;1.908,00
VR;3779;;210
VR;3779;VAPAM;42.500,00
VR;3817;;228
VR;3817;DISERBONE KN;43
VR;4090;MALERBANE CEREALI;20
VR;4264;VIC 400 SC;19
VR;4701;;465
VR;4701;PIRIMOR 50;536
VR;4710;;1.875,25
VR;4710;ALIETTE;1.314,30
VR;4710;ALIETTE PFnPE;8,3
VR;4896;RIGENAL P;13,4
VR;4896;RIGENAL P PFnPE;14,8
VR;5053;;25
VR;5152;TIOSPOR WG;30.183,00
VR;5292;;2
VR;5292;FIXORMON;4
VR;5349;GI-TRE;1,42
VR;5574;LUMAKIDIN 5G;5
VR;5581;;0,05
VR;5581;GIBBERELLINA CIFO;2,4
VR;5796;;24
VR;5796;GARLON;47
VR;5980;FITOP 80;67
VR;5993;;1
VR;6037;TECTO SC;7
VR;6058;GIBERLAN C;0,44
VR;6136;;96
VR;6136;GERMON L;115
VR;6321;;79,9
VR;6321;STIMOLANTE 66F;55
VR;6322;;284
VR;6322;OBSTHORMON 24A;662
VR;6389;DUECI-FITO RADICANTE;1,6
VR;6389;DUECI-FITO RADICANTE PFnPE;2,1
VR;6437;;343
VR;6437;ETHREL;972
VR;6438;BI-FEN;514
VR;6505;NOKAD;1,25
VR;6556;;58
VR;6556;K-OBIOL DP2;121
VR;6557;;13
VR;6557;K-OBIOL EC 25;10
VR;6751;;37,5
VR;6771;;5.537,00
VR;6873;IDRORAME 193;1.520,00
VR;6945;;144,75
VR;6945;TOPAS 10 EC;698,75
VR;6956;;10
VR;6956;TARGA FLO;483
VR;7020;;8
VR;7020;BAGNANTE CIFO;2.627,00
VR;7053;PASTA CAFFARO NC;60
VR;7055;;19,5
VR;7055;PASTA CAFFARO BLU;309,5
VR;7055;PASTA CAFFARO BLU PFnPE;28
VR;7101;LIMAVAL;35
VR;7368;;66
VR;7368;TURFENE L;11
VR;7379;;7
VR;7379;VENZAR;89
VR;7401;POLTIGLIA CAFFARO 20 DF NEW;53
VR;7411;;13,3
VR;7411;DIRAGER;50,2
VR;7441;LONDAX 60 DF;0,5
VR;7454;ORMONE AG COMPRESSE;0,8
VR;7483;;556
VR;7483;DEVRINOL F;1.646,00
VR;7534;;680
VR;7534;ROYAL MH;2.360,00
VR;7541;;53,15
VR;7541;APOLLO SC;100
VR;7541;APOLLO SC PFnPE;9,5
VR;7555;KLARTAN 20 EW;1
VR;7597;ENERGIL 100 A;4
VR;7640;SPOLLONANTE G;3
VR;7700;;188
VR;7700;MATACAR FL;249,4
VR;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;9.925,00
VR;7737;;4.350,00
VR;7764;TIOLENE;4.060,00
VR;7764;TIOLENE PFnPE;7,7
VR;7876;;24
VR;7911;;11.520,00
VR;7911;AIRONE EXTRA;7.290,00
VR;7916;;54.404,00
VR;7916;POLYRAM DF;85.368,00
VR;7919;;6.500,00
VR;7919;TOUCHDOWN;10.628,00
VR;7922;OPALENE;20
VR;7922;OPALENE FLUID;32
VR;7922;OPALENE FLUID PFnPE;8
VR;7930;;222
VR;7930;KERB flo;6.084,00
VR;7961;;22
VR;7961;RIZOLEX  GOLD;565
VR;7983;ZODIAC DFF;190
VR;8001;;9,3
VR;8001;AGRO-PYR PFnPE;2
VR;8023;SUMIALFA ECHO;8
VR;8054;METIS ECHO;2
VR;8102;;10.445,00
VR;8102;MERPAN 80 WDG;8.495,00
VR;8139;;21
VR;8146;;175,5
VR;8146;GALLERY;488
VR;8184;;1.523,00
VR;8184;CHALLENGE;3.080,00
VR;8229;;440
VR;8259;;180
VR;8259;LAMDEX EXTRA;2.231,00
VR;8320;;76
VR;8320;DELFIN;218
VR;8360;;4,5
VR;8360;PULL 52 DF;6
VR;8376;;347
VR;8376;ARIANE II;190
VR;8382;ROUNDUP BIOFLOW;1,1
VR;8382;ROUNDUP BIOFLOW PFnPE;77,9
VR;8498;;159
VR;8498;FOLICUR WG;423,5
VR;8542;;905
VR;8542;FORUM 50 WP;1.691,50
VR;8546;;288
VR;8546;DANITRON;157
VR;8558;PIRETRO VERDE;128,7
VR;8558;PIRETRO VERDE PFnPE;41
VR;8599;;328
VR;8599;GOLD BEET;20
VR;8601;;29.933,00
VR;8601;FOLPAN 80 WDG;48.694,00
VR;8617;;12
VR;8617;BANVEL 480 S;132
VR;8656;GLIFENE HP;3.309,00
VR;8706;;768,5
VR;8706;AMID THIN W;1.469,00
VR;8712;;145
VR;8712;ALLEGANTE 4% AF 96;114
VR;8715;;60
VR;8715;DIRAMID;255
VR;8717;;13
VR;8717;GERAMID NEU;156
VR;8721;NEXTER;2
VR;8735;;4.033,50
VR;8735;TREBON UP;3.750,50
VR;8755;;0,82
VR;8795;;1.032,00
VR;8795;VERTIMEC EC;1.991,00
VR;8796;SELECT;3
VR;8797;BINAL PRO;226
VR;8801;;109
VR;8801;SCORE 25 EC;478,25
VR;8836;;244
VR;8836;MIMIC;408
VR;8836;MIMIC X;6
VR;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;2,5
VR;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;2,3
VR;8874;;74
VR;8874;ETOFUM - FL;51
VR;8882;ULTRA FINE OIL;431
VR;8886;;8,04
VR;8886;SAFARI;4,84
VR;8899;ZOLFO VENTILATO RAMATO 5%;3.525,00
VR;8929;;40
VR;8929;TOPIK 240 EC;2
VR;8934;;330
VR;8934;SCALA;2.504,00
VR;8937;;3
VR;8937;SHIRUDO;175
VR;9005;;47
VR;9005;AGIL;6.508,00
VR;9010;RAMEZIN COMBI WG;80
VR;9012;;2.090,00
VR;9012;CUPROCAFFARO MICRO;5.106,00
VR;9012;CUPROCAFFARO MICRO PFnPE;1
VR;9041;;58.985,00
VR;9061;PANTOPUR MC;384
VR;9126;CONCORDE COMBI;0,5
VR;9126;CONCORDE COMBI PFnPE;31
VR;9181;;3
VR;9210;;34
VR;9210;QUADRIS;25
VR;9244;;10.620,00
VR;9244;ZIRAMIT 76 WG;4.240,00
VR;9267;;45.920,00
VR;9267;ROYALTAC N;26.260,00
VR;9279;;25
VR;9280;;27
VR;9280;TOPAS 200 EW;4,5
VR;9286;;54
VR;9286;OHAYO;891
VR;9298;;14.420,00
VR;9298;METHAM NA 51;24.270,00
VR;9306;;1
VR;9306;PROPLANT;29
VR;9342;;15,5
VR;9342;DELTRIN;2,5
VR;9342;DELTRIN PFnPE;37
VR;9371;;0,04
VR;9373;;83
VR;9373;CHORUS;142
VR;9411;;11,2
VR;9411;RADIP ORMON;0,4
VR;9411;RADIP ORMON PFnPE;9,25
VR;9420;OSSIRAM 70 FLOW;5
VR;9422;;459,5
VR;9422;EVADE;949
VR;9449;EMERALD COMBI;31
VR;9449;EMERALD COMBI PFnPE;27
VR;9477;;12
VR;9509;;10
VR;9509;PROMALIN NT;50
VR;9569;;60
VR;9569;ZETARAM 3B FL;460
VR;9575;DRIBBLING 240 EC;159
VR;9578;;4.281,50
VR;9578;SWITCH;4.320,50
VR;9631;METRIN EC;367
VR;9634;;36
VR;9634;CARNIVAL RIO;28
VR;9655;PRIMIAL WG;48
VR;9668;;25
VR;9668;RUFAST E-FLO;475,3
VR;9679;;425
VR;9679;KRISTAL 32 WG;327
VR;9695;;66
VR;9695;PERLAN;143,5
VR;9696;NOVAGIB;1
VR;9705;;152
VR;9705;PREVITER;1.292,30
VR;9705;PREVITER PFnPE;1,75
VR;9723;;3.600,00
VR;9723;DE-SPROUT N;33.310,00
VR;9724;;730
VR;9724;TIOWETTING DF;39.302,00
VR;9744;;708
VR;9744;SCORE 10 WG;1.233,00
VR;9757;;112
VR;9757;SPYRALE;55
VR;9787;MICROBAGNABILE WG;45
VR;9790;;227
VR;9790;CONTATTO 320;139
VR;9800;;2.642,45
VR;9800;MAVRIK SMART;3.453,40
VR;9809;;1.280,00
VR;9809;MALVIN 80 WG;2.035,00
VR;9813;DICLOPYR;24
VR;9843;;699
VR;9843;BASAGRAN SG;1.254,00
VR;9872;AKRIS;2.795,00
VR;9952;;3
VR;9952;COLZANET;49
VR;9954;;402
VR;9954;JOKER;1.078,00
VR;10004;AGRIMIX PRO;160
VR;10005;SCOTTS WEEDCONTROL;17
VR;10005;SCOTTS WEEDCONTROL PFnPE;61
VR;10029;KING;0,1
VR;10029;KING PFnPE;0,3
VR;10048;;9.025,00
VR;10048;KUMULUS TECNO;14.650,00
VR;10088;;0,23
VR;10105;;40
VR;10105;RIDOMIL GOLD SL;150,75
VR;10106;RIDOMIL GOLD COMBI WP;10
VR;10109;APRON XL;20
VR;10117;;2.677,00
VR;10117;STRATOS ULTRA;6.932,00
VR;10118;;70,4
VR;10118;AMISTAR;44
VR;10119;EQUATION PRO;8,4
VR;10127;DECIS JET;34,32
VR;10139;PYKOS;23
VR;10142;;1.450,00
VR;10142;VERNOIL;740
VR;10154;;3
VR;10158;PIREFLOR;367
VR;10161;;421
VR;10161;ORTIVA;895,22
VR;10199;LERAM HI BIO;20
VR;10209;GLYFOS ULTRA;10
VR;10221;PIMIENTO 600;36
VR;10224;;1.190,00
VR;10224;EMME-H;8.010,00
VR;10226;NOXIS M;91
VR;10230;LUMAPLUS;50
VR;10230;LUMAPLUS PFnPE;96
VR;10263;;33
VR;10263;DRIVER;5
VR;10296;;2.351,00
VR;10296;IPERION;2.300,00
VR;10305;;1.202,00
VR;10305;OIKOS;1.013,00
VR;10305;OIKOS PFnPE;3,24
VR;10306;MISTRAL;209
VR;10350;;168
VR;10350;BLAST SG;891
VR;10357;RIGRON SG;243
VR;10368;;6
VR;10368;TRISCABOL 76 WG;36
VR;10381;;0,45
VR;10381;CONCORDE 40 EW;16
VR;10381;CONCORDE 40 EW PFnPE;18,58
VR;10415;;11
VR;10415;ARIC 480 L.S.;35
VR;10425;SCUDEX;96
VR;10435;HERGON L;1
VR;10439;;1.479,00
VR;10439;SPRAY DUNGER GLOBAL;291
VR;10440;EXPANDER;229
VR;10461;;9
VR;10461;DICOTURF PFnPE;109
VR;10474;TERDIM;1.260,00
VR;10477;;4
VR;10477;LAS VEGAS;2
VR;10479;;117
VR;10479;NATURALIS;409
VR;10506;LALSTOP K61 WP;34,23
VR;10509;;75
VR;10543;POLYKRON GLOBAL;46
VR;10560;PIRETRO NATURA;49
VR;10573;;3.820,00
VR;10573;KOCIDE 2000;2.250,00
VR;10577;;565,5
VR;10577;METRIPHAR 70 WG;663,5
VR;10585;;1.095,00
VR;10585;SULCOTREK;2.710,00
VR;10588;;1.005,00
VR;10588;BIOPIREN PLUS;127
VR;10589;FLORA VERDE PFnPE;200,36
VR;10604;;608,92
VR;10604;EMERALD 40 EW;333,07
VR;10604;EMERALD 40 EW PFnPE;110,36
VR;10627;FRUPICA;9
VR;10632;;140
VR;10632;COBRE NORDOX SUPER 75 WG;1.804,00
VR;10647;DINAPIC;152
VR;10701;;260
VR;10701;CUMETA FLOW;3.426,25
VR;10701;CUMETA FLOW PFnPE;6,5
VR;10734;;1.843,00
VR;10734;DUAL GOLD;959
VR;10735;;29
VR;10735;PRIMAGRAM GOLD;1.511,00
VR;10741;;350
VR;10741;METACINQUE;427
VR;10752;;497,75
VR;10752;STEWARD;919,5
VR;10771;;2.186,00
VR;10771;MOST MICRO;10.784,00
VR;10816;PIRETRO GARDEN;0,75
VR;10839;LUMAKIDIN ESCA;204,5
VR;10864;KOLFLOR GIARDINO LUMACHICIDA PFnPO;15,5
VR;10889;AGRIMIX GOLD;48
VR;10890;;615
VR;10890;FLiPPER;1.518,40
VR;10890;FLiPPER PFnPE;7,82
VR;10925;;28
VR;10925;BEYOND;90
VR;10926;;102
VR;10926;ALTOREX;190
VR;10929;;28,5
VR;10929;CHIKARA 25 WG;36,35
VR;10944;;372
VR;10944;KARATE ZEON;691,25
VR;10948;VITISAN WG;425
VR;10952;CARPOVIRUSINE PLUS;498
VR;10976;;1.179,19
VR;10976;DELTAM;1
VR;10976;METEOR;585
VR;10976;METEOR PFnPE;920,62
VR;10999;;93
VR;10999;BETANAL SE;35
VR;11011;;652
VR;11011;DASH HC;1.712,00
VR;11012;;40
VR;11012;AURA;456
VR;11027;MET-BLOC;36
VR;11040;;270
VR;11040;POLTIGLIA BORDOLESE DISPERSS BLU;110
VR;11044;TUREX;9
VR;11059;;155
VR;11059;BIOPOWER;865
VR;11062;;79,5
VR;11062;BION 50 WG;57,05
VR;11070;;147.770,00
VR;11088;;78
VR;11088;BION MX;201
VR;11102;;9.490,00
VR;11102;HELIOSOUFRE S;4.547,00
VR;11107;ECO-TRAP;118,44
VR;11119;;89,5
VR;11119;FLINT;500,5
VR;11133;SHELTER;88,5
VR;11150;;3.575,00
VR;11150;ALL SEASONS;12.975,00
VR;11165;POLAK;19
VR;11173;;1.556,50
VR;11173;AVAUNT EC;2.017,00
VR;11183;;3
VR;11183;PROGERBALIN LG;341
VR;11185;;215
VR;11185;GERLAGIB LG;683
VR;11196;;360
VR;11196;SULFAR;420
VR;11197;;360
VR;11206;;67,5
VR;11206;CODACIDE;3.937,50
VR;11231;;1.175,00
VR;11231;MICOSPOR 80 WDG;1.294,00
VR;11243;;311
VR;11243;LEOPARD 5 EC;3.333,00
VR;11253;CALLISTO;120
VR;11257;;1.098,00
VR;11257;COSTAR WG;303
VR;11258;;390
VR;11258;FAZOR STAR;6.105,00
VR;11303;;910
VR;11303;CHAMP DP;7.600,00
VR;11338;FUGRAN;111
VR;11341;;20
VR;11341;STARANE GOLD;1.341,00
VR;11353;;2.387,00
VR;11353;FUSILADE MAX;5.234,00
VR;11355;TAMIFUM;45.000,00
VR;11359;SARCAP 800;738
VR;11379;;1.530,00
VR;11379;ROYAL MH STAR - TAB;1.185,00
VR;11393;;76
VR;11393;BEETLE;99
VR;11402;;115
VR;11402;MELODY COMBI;5
VR;11416;;1.640,00
VR;11416;OVIPRON TOP;565
VR;11427;AGRIGOLF GOLD;2
VR;11448;;122
VR;11448;KICKER;66
VR;11449;;20.880,00
VR;11449;GARDOPRIM GOLD;390
VR;11479;;177
VR;11479;BRANCHER DIRADO;216
VR;11497;;140
VR;11497;CRITTOVIT WG;10
VR;11501;PARIFOL;196
VR;11505;;147
VR;11505;READY GERMIPLUS;357
VR;11513;EXILIS;35
VR;11525;FUNGIDINA 400 SC;134
VR;11526;;485
VR;11526;SULTAN;1.735,00
VR;11534;BIOTIOL PFnPE;4
VR;11548;;8,9
VR;11548;ISONET L TT;6,47
VR;11549;ISOMATE OFM ROSSO FLEX;19.002,57
VR;11551;ISOMATE C PLUS;0,44
VR;11552;ISOMATE C TT;5.300,00
VR;11561;;1.161,20
VR;11561;NEEMAZAL T/S;1.861,92
VR;11561;NEEMAZAL T/S PFnPE;3,76
VR;11569;;726
VR;11569;CUPROXAT S.D.I.;3.772,00
VR;11611;;685
VR;11611;VYDATE 10L;4.215,00
VR;11619;;1
VR;11619;TIOFLOR WDG;24.593,00
VR;11619;TIOFLOR WDG PFnPE;1.523,50
VR;11637;CUPROFIX C DISPERSS;340
VR;11642;PIKAR;3
VR;11648;AZACTIVA PFnPE;0,3
VR;11649;;196
VR;11649;COMMAND 36 CS;169,4
VR;11654;VERIN;36
VR;11660;SHOGUN;73
VR;11678;;14
VR;11678;ACTELLIC 2/P NEWPHARM;23
VR;11679;GIBERAL COMPRESSE;0,41
VR;11690;;24,5
VR;11690;GOAL 480 SC;17,5
VR;11693;;494
VR;11693;LASER;1.218,95
VR;11693;LASER PFnPE;1
VR;11694;CONSERVE SC PFnPE;4,47
VR;11701;BOTANIGARD OD;172
VR;11711;MEXIRAM HI BIO;920
VR;11730;COSMOTRIN;1,25
VR;11730;COSMOTRIN PFnPE;1,75
VR;11760;;27.720,00
VR;11760;POLITHIOL;15.550,00
VR;11762;FORUM STAR;100
VR;11767;BIG MAIS;674
VR;11779;;30
VR;11779;KOP-TWIN;950
VR;11786;;6,6
VR;11786;AQ 10 WG;15,03
VR;11789;;2
VR;11789;MANAGER;147
VR;11793;;28
VR;11793;XENTARI WG;259,5
VR;11794;;9
VR;11794;PRESSING 500;20,25
VR;11802;;1.505,00
VR;11802;TETRACAP 80 DG;95
VR;11814;;122
VR;11814;SPADA 200 EC;2.055,00
VR;11852;;149
VR;11852;SEVEN PFnPE;286,6
VR;11857;MIDAURIL COMBI;1.765,00
VR;11870;CUPRITAL S.D.I.;2,75
VR;11870;CUPRITAL S.D.I. PFnPE;18
VR;11908;VENTUREX 400 SC;15
VR;11926;NOIDIO GOLD 10 EC;11
VR;11944;;220
VR;11944;ASPECT;575
VR;11964;POLTIGLIA CAFFARO 20 GD;1.100,00
VR;11979;BORDO 20 MICRO;25,5
VR;11991;;92
VR;11991;NEEMIK TEN;1.755,00
VR;11997;MAVRIK CASA GIARDINO PFnPO;0,22
VR;11999;;4.020,00
VR;11999;SIARAM 20 GD;160
VR;12010;;10
VR;12010;TUAREG;5
VR;12020;;10,53
VR;12020;SUCCESS;1,05
VR;12020;SUCCESS PFnPE;10,37
VR;12023;;39
VR;12023;KLARTAN SMART;0,5
VR;12023;MAGIC 240;8
VR;12030;PROCLOFLASH;200
VR;12037;;100
VR;12037;CAMIX;1.035,00
VR;12041;;115
VR;12041;MARTOS;9
VR;12043;;662,6
VR;12043;PREVICUR ENERGY;813,55
VR;12043;PREVICUR ENERGY PFnPE;2,05
VR;12048;TIOSOL 80 WG;20.157,00
VR;12048;TIOSOL 80 WG PFnPE;26,8
VR;12067;;27
VR;12067;CIPER;6
VR;12068;TEFLUSTAR;600
VR;12068;TEFLUSTAR PFnPE;12
VR;12069;EPIK;0,72
VR;12090;MICROSED GEO;710
VR;12096;;37.395,00
VR;12096;POLTIGLIA DISPERSS;35.870,00
VR;12100;ASSET DUO;50
VR;12106;;47
VR;12106;TALENDO;37
VR;12113;;48,5
VR;12113;VIRGO;8
VR;12114;;386
VR;12114;AUXIGER LG;805
VR;12115;BARRACUDA;2
VR;12133;;62
VR;12133;JUVINAL GOLD;875
VR;12149;;109
VR;12149;GERBA 4 LG;190
VR;12156;MAKE UP 80 WDG;117
VR;12170;;3.755,00
VR;12170;HELIOCUIVRE;540
VR;12172;FERRAMOL;94
VR;12172;FERRAMOL PFnPE;211
VR;12225;;151,72
VR;12225;TEPPEKI;930,84
VR;12225;TEPPEKI PFnPE;9,62
VR;12235;FERRAMOL ESCA LUMACHICIDA (PFnPO);34,5
VR;12256;MICENE 75 SG;0,24
VR;12285;;1
VR;12285;FORUM GOLD;104
VR;12319;;52
VR;12323;VEBIZOLFO WG;0,5
VR;12323;VEBIZOLFO WG PFnPE;16
VR;12325;MESUROL M PLUS PFnPE;80
VR;12344;VEBITHRIN 5 EC;2,4
VR;12361;;8,6
VR;12361;ALGEDI;28,8
VR;12368;;14,5
VR;12368;CARPOSTOP;71,5
VR;12376;;76
VR;12376;FITAGIL;155
VR;12378;TRIANUM-G;12.850,00
VR;12380;;3
VR;12381;;603
VR;12381;NU-FILM-P;287
VR;12385;ARMETIL COBRE SC;16
VR;12437;;3.708,00
VR;12437;DELAN 70 WG;4.923,00
VR;12452;;624
VR;12452;EQUIP;2.605,00
VR;12453;;45
VR;12453;MILDICUT;1.751,00
VR;12470;OLIOCIN GIARDINO PFnPO;1,2
VR;12482;;9.865,00
VR;12482;LUMAX;18.340,00
VR;12489;DIFCOR 250;5
VR;12504;FLOWBRIX;32
VR;12514;;55
VR;12514;VIPER;185
VR;12515;;7,8
VR;12515;GIBRELIN TAB;94
VR;12522;METRO;22
VR;12526;ALIETTE ORTO E GIARDINO;11,5
VR;12526;ALIETTE ORTO E GIARDINO PFnPE;8,75
VR;12528;;64
VR;12529;;728
VR;12529;TUCANA 25 EC;85
VR;12534;;331,75
VR;12534;FOXTAIL;186,25
VR;12534;FOXTAIL PFnPE;225,8
VR;12538;;94
VR;12538;MYSTIC 25 WG;144
VR;12540;REGRAN EXTRA;1.370,00
VR;12548;XANILO 45 WG;34
VR;12550;SAHEL 75 WG;0,2
VR;12551;;1.145,00
VR;12566;;89
VR;12566;PYGANIC 1.4;70,2
VR;12566;PYGANIC 1.4 PFnPE;8,5
