Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
VI,18318,PRINCIPAL FORTE,141.88
VI,18332,LOGRADO 360 SL,2180
VI,18338,DITOFLO 700 WG,25
VI,18393,CURZATE EFFE WG,23
VI,18394,FALTEX 50 SC,112
VI,18401,,35
VI,18404,,39
VI,18404,AXIAL 50 EC,366
VI,18404,AXIAL 50 EC X LT 5,40
VI,18409,LADIVA,2
VI,18445,PANTERA TOP,136
VI,18451,,17.33
VI,18451,LEPINOX WG,18
VI,18458,AQUICINE,10
VI,18460,NOVIXID,40
VI,18461,AGIXA,95
VI,18477,PROBLAD,75
VI,18484,CAYUNIS,19
VI,18484,CAYUNIS X LT 1,12
VI,18490,,49
VI,18490,BRIXTON,125
VI,18490,BRIXTON X LT 1,32
VI,18495,KYLEO TOP,30
VI,18523,DIABLO SC,0.4
VI,18528,,30
VI,18530,,420
VI,18530,WEEDMASTER PRO 540,145
VI,18530,WEEDMASTER PRO 540 X LT 20,320
VI,18544,,200
VI,18562,BEAST,70
VI,18609,,2.6
VI,18609,MATSUDA WG PLUS,0.1
VI,18626,SURROUND WP CROP PROTECTANT,12.5
VI,18642,IRONFORTE ANTILUMACA PFNPE,205
VI,18654,CARDIS,60
VI,18703,TECORLA,282
VI,18728,,60
VI,18735,BISBITA,485
VI,18736,,1
VI,18736,TELOSIO 45,471
VI,18749,PLYNIO WG,747
VI,18750,INTUITY PRO,7
VI,18767,,155
VI,18786,MESSIDOR 400 SC,11
VI,18809,VIBALLA,28
VI,18817,,492
VI,18847,CIREVO,1.5
VI,18864,NAIROBI 500 SC,4
VI,18866,,300
VI,18912,,388
VI,18912,LORTAMA 25,804
VI,18926,AURA 2025,4
VI,18927,,3900
VI,18927,AF-X1 2025,437.5
VR,13,,40520
VR,13,THIOPRON,83471
VR,133,U 46 D-FLUID,30
VR,206,ALBENE,770
VR,565,FUMATHANE 510,90420
VR,599,,1040
VR,599,ACUPRICO 76 WG,1890
VR,619,VALGRAN,34
VR,747,ZOLFO SPRUZZABILE,360
VR,909,,30224
VR,909,POLISOLFURO DI CALCIO POLISENIO,22011
VR,1155,CHEMOL 90 EL,1206
VR,1156,,29947
VR,1156,CHEMOL,64818
VR,1562,,56
VR,1562,ERBITOX M PRO,163
VR,1573,,2300
VR,1573,BASAMID GRANULAT,460
VR,1583,,304725
VR,1583,MICROTHIOL DISPERSS,155655
VR,1823,ZOLFO 80 MICRONIZZATO,975
VR,1850,IDRORAME FLOW,135
VR,1903,SULFURENE,3400
VR,1936,,14440
VR,1936,LIQUIZOL M,8873
VR,2191,,32
VR,2191,WETTING PLUS,740
VR,2259,,25
VR,2259,PASTA LUMACHICIDA IN GRANI,51
VR,2260,,2915
VR,2260,GASTROTOX E,89
VR,2291,ESCA REGINA N,32
VR,2307,,3125
VR,2307,VECTOR,3055
VR,2518,ACTELLIC 2/P,6
VR,2603,ESCACIDE,119
VR,2732,,89
VR,2732,GOLTIX,1000
VR,2923,,17098
VR,2923,TIOVIT JET,72993
VR,3065,OLIOCIN,12
VR,3102,,6385
VR,3102,OLEOTER,16475
VR,3141,,2
VR,3163,U 46 M STAR,45
VR,3182,,202
VR,3343,,1810
VR,3343,U46 M CLASS,557
VR,3412,,236
VR,3412,SYLLIT 65,697
VR,3486,,28
VR,3486,TRISCABOL DG,584
VR,3503,AGRUMIN,22
VR,3519,,70
VR,3519,METAMBANE,705
VR,3553,,222
VR,3553,CURZATE,613
VR,3640,,5
VR,3745,,49120
VR,3745,METAM,7700
VR,3767,,3768
VR,3767,FENOXILENE 200,4974
VR,3779,,8630
VR,3779,VAPAM,77900
VR,3817,,15
VR,3817,DISERBONE KN,75
VR,4264,VIC 400 SC,53
VR,4701,,511
VR,4701,PIRIMOR 50,467
VR,4710,,2380
VR,4710,ALIETTE,3310
VR,5152,,9360
VR,5152,TIOSPOR WG,124811
VR,5414,,61.5
VR,5574,LUMAKIDIN 5G,888
VR,5581,GIBBERELLINA CIFO,2.64
VR,6037,TECTO SC,14
VR,6136,GERMON L,222
VR,6321,,27.9
VR,6321,STIMOLANTE 66F,77
VR,6322,,459
VR,6322,OBSTHORMON 24A,613
VR,6437,,419
VR,6437,ETHREL,969
VR,6555,,35
VR,6555,K-OBIOL ULV 6,55
VR,6556,,5
VR,6556,K-OBIOL DP2,7
VR,6557,,19
VR,6557,K-OBIOL EC 25,134
VR,6771,,5539
VR,6771,COESIL,40
VR,6873,IDRORAME 193,5125
VR,6945,,285.75
VR,6945,TOPAS 10 EC,861.75
VR,6956,,65
VR,7020,,27
VR,7020,BAGNANTE CIFO,2387
VR,7053,PASTA CAFFARO NC,207
VR,7055,PASTA CAFFARO BLU,490.5
VR,7252,ZOLFO DOPPIO VENT. SCORR. 95% S - S,75
VR,7368,,117
VR,7368,TURFENE L,71
VR,7379,,2
VR,7379,VENZAR,5
VR,7401,,20
VR,7401,POLTIGLIA CAFFARO 20 DF NEW,417
VR,7411,DIRAGER,64
VR,7441,,2.9
VR,7454,ORMONE AG COMPRESSE,1.4
VR,7483,,1694
VR,7483,DEVRINOL F,2741
VR,7534,ROYAL MH,3200
VR,7644,TENSIL,1631
VR,7700,,183.6
VR,7700,MATACAR FL,220
VR,7736,ZOLFO SCORREVOLE TRIVENTILATO 95% S,10775
VR,7737,,200
VR,7764,TIOLENE,26430
VR,7911,,550
VR,7911,AIRONE EXTRA,1701
VR,7919,,7020
VR,7919,TOUCHDOWN,23549
VR,7930,,365
VR,7930,KERB FLO,2930
VR,7961,,24
VR,7961,RIZOLEX  GOLD,108
VR,7983,,140
VR,7983,ZODIAC DFF,15
VR,8023,,564
VR,8023,SUMIALFA ECHO,526
VR,8028,,108
VR,8102,,12852
VR,8102,MERPAN 80 WDG,9057
VR,8146,,138.5
VR,8146,GALLERY,316.5
VR,8157,ZETARAM 20 L,2510
VR,8184,,1447
VR,8184,CHALLENGE,4091
VR,8189,,25842
VR,8259,,1000
VR,8259,LAMDEX EXTRA,1137
VR,8320,DELFIN,137
VR,8360,,5
VR,8376,,217
VR,8376,ARIANE II,413
VR,8498,,374
VR,8498,FOLICUR WG,398
VR,8546,,431
VR,8546,DANITRON,325
VR,8557,AUXIGIB,70
VR,8558,PIRETRO VERDE,3
VR,8581,,100
VR,8581,FOLIANE SC,288
VR,8599,,73
VR,8599,GOLD BEET,20
VR,8601,,46846
VR,8601,FOLPAN 80 WDG,49021
VR,8617,BANVEL 480 S,15
VR,8706,,475.5
VR,8706,AMID THIN W,632
VR,8712,,77
VR,8712,ALLEGANTE 4% AF 96,128
VR,8715,,42
VR,8715,DIRAMID,103
VR,8717,,1
VR,8717,GERAMID NEU,4
VR,8721,,5
VR,8735,,5218.5
VR,8735,TREBON UP,3653.6
VR,8755,,0.53
VR,8795,,1640
VR,8795,VERTIMEC EC,1839
VR,8801,,200.5
VR,8801,SCORE 25 EC,1112
VR,8836,,1975
VR,8836,MIMIC,1695
VR,8837,GERMON BEWURZELUNGSPUDER PER TALEE ,4
VR,8838,GERMON BEWURZELUNGSPUDER PER TALEE ,2.5
VR,8874,,31
VR,8874,ETOFUM - FL,39
VR,8882,,60
VR,8882,ULTRA FINE OIL,18
VR,8899,ZOLFO VENTILATO RAMATO 5%,5175
VR,8929,,4.5
VR,8929,TOPIK 240 EC,189.5
VR,8934,,322
VR,8934,SCALA,1898
VR,8937,,78
VR,8937,SHIRUDO,205
VR,9005,,511
VR,9005,AGIL,3893
VR,9010,RAMEZIN COMBI WG,190
VR,9012,,940
VR,9012,CUPROCAFFARO MICRO,9426
VR,9041,,130030
VR,9041,TIOFLOW 57,40
VR,9061,PANTOPUR MC,7
VR,9210,,74
VR,9210,QUADRIS,142
VR,9244,,8170
VR,9244,ZIRAMIT 76 WG,7850
VR,9267,,3500
VR,9267,ROYALTAC N,126280
VR,9280,,23
VR,9280,TOPAS 200 EW,2.5
VR,9286,,32
VR,9286,OHAYO,765
VR,9306,PROPLANT,1
VR,9342,DELTRIN,6
VR,9371,PEAK,0.7
VR,9373,,258
VR,9373,CHORUS,156
VR,9380,FREEWAY 360,2780
VR,9411,,20
VR,9422,,394.5
VR,9422,EVADE,1110.8
VR,9449,EMERALD COMBI,4
VR,9477,,662
VR,9509,,3.5
VR,9509,PROMALIN NT,124
VR,9531,,576
VR,9531,SEQURA WG,35
VR,9569,,190
VR,9569,ZETARAM 3B FL,281
VR,9575,DRIBBLING 240 EC,7
VR,9578,,1359
VR,9578,SWITCH,5182
VR,9627,SOLUTION 20 DISPERSS,21890
VR,9631,METRIN EC,14
VR,9655,PRIMIAL WG,89
VR,9679,,169
VR,9679,KRISTAL 32 WG,263
VR,9695,,63
VR,9695,PERLAN,7.5
VR,9705,,713
VR,9705,PREVITER,1657
VR,9723,,6300
VR,9723,DE-SPROUT N,30840
VR,9724,TIOWETTING DF,4141
VR,9742,METAMIX R LIQUIDO,5
VR,9757,,45
VR,9757,SPYRALE,29
VR,9787,MICROBAGNABILE WG,62
VR,9790,,204
VR,9790,CONTATTO 320,4
VR,9800,,451.45
VR,9800,MAVRIK SMART,2009.45
VR,9809,,1090
VR,9809,MALVIN 80 WG,4979
VR,9843,,1491
VR,9843,BASAGRAN SG,2377
VR,9872,AKRIS,25
VR,9952,COLZANET,62
VR,9954,,129
VR,9954,JOKER,486
VR,10004,AGRIMIX PRO,12
VR,10009,GIBGRO 20%,3
VR,10048,,1250
VR,10048,KUMULUS TECNO,8775
VR,10088,,0.01
VR,10088,MAXIM,1
VR,10117,,4691
VR,10117,STRATOS ULTRA,6527
VR,10118,,196
VR,10118,AMISTAR,28
VR,10139,PYKOS,18
VR,10142,,1845
VR,10142,VERNOIL,400
VR,10158,PIREFLOR,134
VR,10161,,923
VR,10161,ORTIVA,1162
VR,10196,NECTAR,6.5
VR,10220,,188
VR,10220,DICOPUR COMBI,64
VR,10224,,1130
VR,10224,EMME-H,12760
VR,10226,NOXIS M,1
VR,10296,,1620
VR,10296,IPERION,1000
VR,10305,,553
VR,10305,OIKOS,1072.8
VR,10306,MISTRAL,1661
VR,10324,,10
VR,10324,NEMATHORIN 10 G,340
VR,10350,,75
VR,10350,BLAST SG,456
VR,10357,RIGRON SG,3
VR,10368,TRISCABOL 76 WG,27
VR,10381,,1633
VR,10415,,2
VR,10415,ARIC 480 L.S.,29.5
VR,10425,SCUDEX,160
VR,10439,,337
VR,10439,SPRAY DUNGER GLOBAL,247
VR,10440,EXPANDER,187
VR,10477,,1
VR,10479,,191
VR,10479,NATURALIS,215
VR,10506,,0.3
VR,10506,LALSTOP K61 WP,8.9
VR,10573,,20570
VR,10573,KOCIDE 2000,3074
VR,10577,,618
VR,10577,METRIPHAR 70 WG,1184
VR,10585,,130
VR,10585,SULCOTREK,557
VR,10588,,636
VR,10588,BIOPIREN PLUS,485
VR,10604,EMERALD 40 EW,607.25
VR,10632,,328
VR,10632,COBRE NORDOX SUPER 75 WG,1700
VR,10650,BELGARD,10
VR,10671,CUAGRO HI BIO,1000
VR,10699,,3
VR,10699,ULTRASTIM 312,70
VR,10701,,401.5
VR,10701,CUMETA FLOW,5250.5
VR,10741,,101
VR,10741,METACINQUE,5363
VR,10771,,3302
VR,10771,MOST MICRO,18362
VR,10889,AGRIMIX GOLD,44
VR,10890,,695
VR,10890,FLiPPER,1351.2
VR,10925,,20
VR,10925,BEYOND,11
VR,10926,,231
VR,10926,ALTOREX,393
VR,10929,,29.7
VR,10929,CHIKARA 25 WG,45.2
VR,10944,,586.5
VR,10944,KARATE ZEON,829.25
VR,10948,VITISAN WG,1046.5
VR,10976,,45.15
VR,10976,METEOR,406.4
VR,10999,,7
VR,10999,BETANAL SE,176
VR,11011,,423
VR,11011,DASH HC,1310
VR,11059,,5430
VR,11059,BIOPOWER,223
VR,11062,,43
VR,11062,BION 50 WG,5.5
VR,11070,,378140
VR,11070,TIOGOLD DISPERSS,15
VR,11088,,141
VR,11088,BION MX,220
VR,11102,,860
VR,11102,HELIOSOUFRE S,5569
VR,11107,,20.4
VR,11107,ECO-TRAP,186.24
VR,11119,,125
VR,11119,FLINT,581.35
VR,11133,,458.5
VR,11133,SHELTER,1455.5
VR,11147,,3579
VR,11147,KRUG,20
VR,11150,ALL SEASONS,1600
VR,11165,,6
VR,11165,POLAK,14
VR,11183,PROGERBALIN LG,1350.5
VR,11185,,199
VR,11185,GERLAGIB LG,588
VR,11196,,440
VR,11196,SULFAR,820
VR,11197,,290
VR,11197,VITENE 45 WG,1247
VR,11206,,205
VR,11206,CODACIDE,3664.5
VR,11231,MICOSPOR 80 WDG,10
VR,11243,,86
VR,11243,LEOPARD 5 EC,1543
VR,11252,LALSTOP Contans WG,48
VR,11253,,34
VR,11253,CALLISTO,137
VR,11255,,1963
VR,11257,,1110
VR,11257,COSTAR WG,361.5
VR,11258,,170
VR,11258,FAZOR STAR,1680
VR,11303,CHAMP DP,40
VR,11341,,65
VR,11341,STARANE GOLD,933
VR,11353,,1645
VR,11353,FUSILADE MAX,3376
VR,11355,TAMIFUM,61600
VR,11359,SARCAP 800,72
VR,11379,,2440
VR,11379,ROYAL MH STAR - TAB,10895
VR,11393,,137
VR,11393,BEETLE,358
VR,11416,,900
VR,11416,OVIPRON TOP,1045
VR,11448,,93
VR,11448,KICKER,5
VR,11479,,2
VR,11479,BRANCHER DIRADO,96
VR,11497,,100
VR,11501,PARIFOL,74
VR,11505,,126
VR,11505,READY GERMIPLUS,215
VR,11526,,380
VR,11526,SULTAN,945
VR,11548,,22.28
VR,11548,ISONET L TT,11.3
VR,11549,,0.76
VR,11549,ISOMATE OFM ROSSO FLEX,0.2
VR,11551,,0.15
VR,11551,ISOMATE C PLUS,11500.42
VR,11552,,0.4
VR,11552,ISOMATE C TT,6600
VR,11556,,0.02
VR,11561,,692
VR,11561,NEEMAZAL T/S,822
VR,11569,,95
VR,11569,CUPROXAT S.D.I.,225
VR,11637,,527
VR,11649,,231.4
VR,11649,COMMAND 36 CS,265.6
VR,11654,,9
VR,11678,,29
VR,11678,ACTELLIC 2/P NEWPHARM,91
VR,11687,ACTELLIC 5 NEWPHARM,5
VR,11690,GOAL 480 SC,1
VR,11693,,10.5
VR,11693,LASER,223.6
VR,11694,CONSERVE SC,0.1
VR,11701,BOTANIGARD OD,42
VR,11711,MEXIRAM HI BIO,40
VR,11760,,14020
VR,11760,POLITHIOL,9100
VR,11779,,40
VR,11779,KOP-TWIN,2080
VR,11786,,2286.21
VR,11786,AQ 10 WG,6.09
VR,11793,XENTARI WG,574.5
VR,11802,,225
VR,11802,TETRACAP 80 DG,2
VR,11857,MIDAURIL COMBI,2105
VR,11862,LOBBY,80
VR,11908,VENTUREX 400 SC,3
VR,11926,NOIDIO GOLD 10 EC,91
VR,11944,,40
VR,11944,ASPECT,20
VR,11964,,150
VR,11964,POLTIGLIA CAFFARO 20 GD,2200
VR,11991,,248
VR,11991,NEEMIK TEN,438
VR,11999,,12810
VR,11999,BUSSOLA WG NC,11870
VR,12023,,2679
VR,12041,,95
VR,12041,MARTOS,12
VR,12043,,814
VR,12043,PREVICUR ENERGY,1007
VR,12048,TIOSOL 80 WG,9865
VR,12068,TEFLUSTAR,570
VR,12090,,380
VR,12090,MICROSED GEO,4210
VR,12096,,44970
VR,12096,POLTIGLIA DISPERSS,64910
VR,12100,ASSET DUO,2
VR,12106,TALENDO,351
VR,12113,VIRGO,1
VR,12114,,534
VR,12114,AUXIGER LG,1638
VR,12133,,414
VR,12133,JUVINAL GOLD,734
VR,12149,,14
VR,12156,MAKE UP 80 WDG,21
VR,12170,,1260
VR,12170,HELIOCUIVRE,1465
VR,12172,FERRAMOL,180
VR,12174,V.I.P. FLOW,5
VR,12225,,48.26
VR,12225,TEPPEKI,626.09
VR,12233,DALLAS,520
VR,12233,DALLAS K,100
VR,12233,KAPLAN,2935
VR,12278,,52
VR,12278,CIFOSTIM,155
VR,12361,,15.8
VR,12368,,1
VR,12375,,26
VR,12378,TRIANUM-G,8980
VR,12381,,390
VR,12381,NU-FILM-P,468
VR,12437,,4761
VR,12437,DELAN 70 WG,6338
VR,12452,,538
VR,12452,EQUIP,1711
VR,12453,,30
VR,12453,MILDICUT,13
VR,12489,,1
VR,12504,FLOWBRIX,3
VR,12514,,205
VR,12514,VIPER,255
VR,12515,GIBRELIN TAB,42.15
VR,12522,METRO,5
VR,12529,,55
VR,12529,TUCANA 25 EC,221
VR,12534,,111.25
VR,12534,FOXTAIL,334
VR,12538,,83
VR,12540,,420
VR,12540,REGRAN EXTRA,986
VR,12548,,100
VR,12548,XANILO 45 WG,279.5
VR,12566,,7
VR,12566,PYGANIC 1.4,3
VR,12573,EKO OIL SPRAY,60
VR,12574,ICARUS EW,15
VR,12590,,2150
VR,12590,DIASTAR MAXI,2460
VR,12625,,1
VR,12647,,61
VR,12662,,245
VR,12662,METAFOL 700 SC,5
VR,12671,,18.43
VR,12671,HARMONY 50 SX,38.85
VR,12706,,0.45
VR,12722,,170
VR,12722,OSSICLOR 20 FLOW,441
VR,12737,,6830
VR,12737,AIRONE PIU',14086.5
VR,12738,KING 360 HP,30
VR,12748,,6100
VR,12748,GRIFON PIU',6250
VR,12754,VERDRAM HI BIO,60
VR,12756,,122
VR,12756,DICOTEX,285
VR,12759,,580
VR,12759,OSSICLOR 35 WG,2658.5
VR,12761,AGRIMIX TOP,87
VR,12768,,121
VR,12768,SPINTOR FLY,258
VR,12770,,7
VR,12770,ALAR 85 GOLD,5
VR,12779,RAMEDIT COMBI WG,10
VR,12785,,12.5
VR,12785,CHECKMATE CM-XL,1200
VR,12792,,121
VR,12792,MAGIC TANDEM,513
VR,12806,,13
VR,12806,FEDOR,507
VR,12828,,509
VR,12828,SITOFEX,215.25
VR,12831,INSIGNIA,37
VR,12833,,0.54
VR,12833,ISOMATE C/OFM,0.47
VR,12834,,7.98
VR,12834,ISONET L PLUS,76.55
VR,12836,ISONET Z,0.06
VR,12843,,6.65
VR,12857,,170.5
VR,12857,PROREX,23
VR,12859,BORNEO,0.5
VR,12860,,64
VR,12860,MILBEKNOCK,466
VR,12862,,2398
VR,12862,CANTUS,570
VR,12863,,54
VR,12863,FLORAMITE 240 SC,20
VR,12866,,26
VR,12866,COLLIS,49
VR,12868,,261
VR,12868,BELLIS,365
VR,12869,,259
VR,12869,SIGNUM,6172
VR,12878,,11564
VR,12878,FOLPAN GOLD,12777
VR,12883,,3032
VR,12883,PROSPER 300 CS,5610
VR,12886,,8018
VR,12886,KARATHANE STAR,9700
VR,12888,,1173
VR,12888,LEPINOX PLUS,39
VR,12916,,1749
VR,12916,SACRON 45 WG,1256.5
VR,12933,,485
VR,12933,MOXYL 20 WP,649
VR,12940,,916
VR,12940,KARATE ZEON 1.5,4525.5
VR,12949,AZUPEC 80 WG,50
VR,12954,,98
VR,12954,SPECTRUM,3689
VR,12960,,29
VR,12960,STARPROP,401
VR,12961,,289
VR,12961,HEREU,68
VR,12989,GIBB PLUS,5
VR,12994,,2
VR,12994,VIVER ELITE WG,675
VR,13012,,15430
VR,13012,FOLVIT 80 WDG,221
VR,13020,,0.5
VR,13042,MICRORAM 20 FLOW (ZETARAM FLOW),2795
VR,13061,,1
VR,13061,BIOBIT DF,2099
VR,13062,DiPel DF,30
VR,13063,,12.5
VR,13063,REGULEX 10 SG,1
VR,13064,,645
VR,13064,VITENE ULTRA SC,5879.25
VR,13065,,24
VR,13065,DOMARK 125,24
VR,13068,NEORAM WG,1260
VR,13076,,78
VR,13076,BRAITEX  PRO,812
VR,13084,,651
VR,13084,TELDOR PLUS,1971
VR,13093,,70
VR,13093,STOMP AQUA,3277
VR,13095,,218
VR,13095,DIRA-MAX LG,444
VR,13098,,27545
VR,13098,ROUNDUP POWER 2.0,12488
VR,13104,,65
VR,13104,ALGOR PLATIN,280
VR,13106,,35
VR,13106,IKANOS,1007
VR,13108,CURAME BORDEAUX,20
VR,13116,MEDOR 35 CLASS,10
VR,13120,,192
VR,13120,MYSTIC 430 SC,144
VR,13127,VALIS F,200
VR,13132,TRIPION E,80
VR,13149,,3600
VR,13149,POLTIGLIA MANICA 20 WG,50
VR,13150,CURAME 25 WG,10
VR,13152,,730
VR,13152,OPTIX R DISPERSS,2650
VR,13154,,267
VR,13154,MONDAK 480 S,478
VR,13158,,350
VR,13158,REMEDIER,799
VR,13166,SPINNER WG,31
VR,13168,,1630
VR,13168,LAUDIS,3675
VR,13218,,150
VR,13218,FINALSAN PLUS,80
VR,13225,AGRIDIF 250,481
VR,13236,,210
VR,13236,BULLET,583
VR,13242,,187
VR,13242,NICOGAN V.O.,917
VR,13244,,8900
VR,13244,ZOLFO VENTILATO STELLA,22750
VR,13249,,4650
VR,13249,ZOLFO VENTILATO STELLA RAMATO S,850
VR,13250,ZOLFO VENTILATO STELLA RAMATO B,2350
VR,13252,,35
VR,13252,PLAYER 250 SC,6
VR,13254,PLAYER 25 WG,114
VR,13255,,181.95
VR,13255,PLAYER GR,7
VR,13285,,1
VR,13285,SEVERAL,170
VR,13290,ZOLFO MANICA DOPPIO RAFFINATO VENTI,1575
VR,13292,,19975
VR,13292,ZOLFO A.&A. F.LLI ZANUCCOLI TRIVENT,3300
VR,13313,,81
VR,13313,CASPER,111
VR,13327,,6.25
VR,13327,GRANSTAR ULTRA SX,28.2
VR,13329,OMNEX 10 EC,228
VR,13335,DUPLOSAN KV,7
VR,13367,,205
VR,13367,DIVO,752.5
VR,13377,,2163
VR,13377,COLUMBUS,75
VR,13378,ORTIVA TOP,7
VR,13382,,7601
VR,13382,PERGADO SC,7664
VR,13386,,397
VR,13386,PROSARO,647
VR,13387,,4.24
VR,13387,FLORAMIX,21.73
VR,13388,,1068.48
VR,13389,,41749
VR,13389,AFFIRM,45209
VR,13391,,137
VR,13391,CYTHRIN 50 EC,1649
VR,13447,HELMSTAR 75 WG,0.01
VR,13451,,30
VR,13451,SPARVIERO,72
VR,13466,,1269
VR,13466,SPOTLIGHT PLUS,1690
VR,13471,,5
VR,13471,NICOZEA OD,1146
VR,13485,,16280
VR,13485,FOLPEC 80 WG ADVANCE,36156
VR,13486,JUDO,105
VR,13489,,18.5
VR,13489,CYMBAL,324.5
VR,13518,,1920
VR,13518,NISUS 3B,810
VR,13552,ZOLVIS 80 SECTOR,91
VR,13560,,586
VR,13560,FORZA,1156
VR,13579,,1830
VR,13581,,19405
VR,13581,ZOLVIS OTTANTA WG,45735
VR,13586,VERDERAME 20 WG,10
VR,13592,,673
VR,13592,VOLARE,3082
VR,13600,,2300
VR,13604,,14550
VR,13635,,90
VR,13637,,5
VR,13637,PERGADO F,4816
VR,13689,,58.5
VR,13689,FLINT MAX,27.5
VR,13693,BACILLUS CHEMIA,233
VR,13698,,300.25
VR,13698,VIVANDO,1577
VR,13700,ATLANTIS PRO,67.5
VR,13701,,53
VR,13711,,2128
VR,13714,,50
VR,13714,FOLPEC 50 SC,1735
VR,13716,,120
VR,13716,CAPTAN ARVESTA 80 WG,30
VR,13736,TRACE,6.75
VR,13741,,525
VR,13741,SELECTA DISPERSS,2050
VR,13753,,1
VR,13753,GAL-GONE,216
VR,13763,WING-P,10
VR,13765,SHERPA 100 EW,17
VR,13771,,1928
VR,13771,NIMROD 250 EW,2476
VR,13782,DOURO 10 WG,1424
VR,13789,PRIMERO,20
VR,13792,STABILAN,255
VR,13796,CELL,501
VR,13807,RAVENAS,10
VR,13809,,94220
VR,13809,FORCE ULTRA,76990
VR,13823,,435
VR,13823,ALVERDE,815.5
VR,13838,XEDAVIR,112
VR,13841,,854
VR,13841,FOCUS ULTRA,4830
VR,13842,,0.05
VR,13856,COPRANTOL TRIO,20
VR,13888,,7068
VR,13888,FANTIC F NC WG,10248
VR,13895,,810
VR,13895,SAVIRAN STAR,1520
VR,13905,,2530
VR,13905,BANJO,2416
VR,13925,,36
VR,13926,SPONSOR,114.5
VR,13927,,12
VR,13927,ZAMIR 18,264
VR,13930,MARINS 200 CLASS,104
VR,13981,,1109.1
VR,13981,CORAGEN,1880.5
VR,13983,,152
VR,13983,HUSSAR MAXX PRO,172
VR,13998,,12
VR,13998,PYRUS 400 SC,12
VR,14018,,920
VR,14018,BASIC,107
VR,14034,,140
VR,14044,,109
VR,14044,JOKER 480,1
VR,14058,,111
VR,14058,FEINZIN 70 DF,667.75
VR,14061,TRIANUM-P,3595.5
VR,14062,,4661
VR,14062,ZOXIUM 240 SC,3678
VR,14091,APHOX,6
VR,14100,,265
VR,14100,KANEMITE,531
VR,14101,,40
VR,14101,CARAMBA,44
VR,14102,,25475
VR,14102,BORDOFLOW NEW,14892
VR,14107,MICROBAGNABILE SC,140
VR,14119,,12
VR,14119,VISIR PENCOTECH,132
VR,14122,KATAR,8
VR,14128,,141
VR,14128,ZIGNAL,384
VR,14135,GRENADIER 75 DF,0.02
VR,14137,,135.1
VR,14137,ALTACOR,420.9
VR,14154,PIRETRO ACTIGREEN,813
VR,14155,,360
VR,14165,,4159
VR,14165,NANDO MAXI,13884
VR,14169,PERGADO R,15
VR,14182,,61
VR,14182,ARES 25 WG,2264
VR,14193,,3
VR,14193,SARMOX 45 DG,617.5
VR,14195,,1628
VR,14204,75A,50
VR,14210,,1523
VR,14210,EVURE PRO,934.5
VR,14214,RAPSAN 500 SC,301
VR,14217,TENAX EW,34
VR,14232,,13
VR,14232,CYTHRIN MAX,15.5
VR,14245,THIRAS,100.25
VR,14262,,2
VR,14262,GREENEX NF,10
VR,14263,BIOTEN,2
VR,14294,,2.3
VR,14294,EXECUTIVE,12.6
VR,14323,BELPROMEC,2
VR,14336,,12
VR,14336,NEMATHORIN 150 EC,15
VR,14375,,190
VR,14375,LION 5 EC,148
VR,14380,CLORMET,159
VR,14387,NERVURE SUPER,2
VR,14390,,140
VR,14390,BOOM EFEKT,9716
VR,14405,MERLIN FLEXX,5
VR,14406,,30.75
VR,14406,LEIMAY,442.75
VR,14407,,22.79
VR,14407,RUNWAY,24.5
VR,14414,DUSTY,4.5
VR,14418,PULSAR 40 SL,258
VR,14428,HELICOVEX,2
VR,14431,,169
VR,14431,LENTAGRAN 45 WP,408
VR,14434,,1.06
VR,14440,SOLAR 360,8120
VR,14471,ZEANET 75 WG,4
VR,14479,,8132
VR,14479,SCHERMO 0.5 G,32931
VR,14523,CARPO 600,228.5
VR,14527,SUDOKU TOP,17
VR,14533,GIBER GOBBI 20,0.1
VR,14547,BAC MK,110
VR,14549,,1020
VR,14549,KRYSTAL VIP WP,13
VR,14558,DERREX HP,560
VR,14559,,109
VR,14559,AGREE WG,303
VR,14582,FENGIB,6
VR,14629,GAT TESSLA 25 WG,106
VR,14631,ESTEL,1
VR,14636,,5570
VR,14636,BIOLID UP,6346
VR,14642,,5376
VR,14642,RIDOMIL GOLD R WG,28146
VR,14660,BTK 32 WG,33
VR,14664,,0.11
VR,14664,BERELEX 40 SG,11.3
VR,14683,,9.85
VR,14683,BERMERAX,0.55
VR,14686,,425
VR,14686,KOCIDE OPTI,220
VR,14699,,419
VR,14699,GEOXE,375.5
VR,14708,DACUS TRAP,18
VR,14709,,166.04
VR,14709,ISOMATE A/OFM,51401.35
VR,14728,CELIO,2
VR,14735,,538.5
VR,14735,RANMAN TOP,782.5
VR,14764,,180
VR,14764,SLUXX HP,95
VR,14765,,64
VR,14765,ELUMIS,159
VR,14769,COMET 250 EC,12
VR,14785,DRISCOLL,1.9
VR,14794,AVALON SC,684
VR,14801,,312
VR,14801,ADMIRAL GOLD,185
VR,14808,,90
VR,14830,CUPROFIX ULTRA DISPERSS,200
VR,14836,BARBARIAN BIOGRADE 360,1291
VR,14837,,485
VR,14837,TARTAN,60606
VR,14838,,15
VR,14838,BARCLAY GALLUP BIOGRADE 360,948
VR,14845,,50
VR,14845,MYSTIC PLUS S,199
VR,14846,AVALON 250 EW,277
VR,14867,,33
VR,14867,SYNERO,79
